Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,efg%,PTS,FantasyPts,isWCC
McKenna Murphy,#31,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,14,0,3,3,0,0,0,0,0,2,5,2,5,0,0,0.6,6,11,False
Marta Leimane,#14,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,12,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0.0,0,0,False
Lauren Whittaker,#33,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,23,2,5,7,0,0,1,3,2,12,18,4,7,1,3,0.778,29,52,True
Taylor Smith,#20,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,23,1,4,5,3,1,0,1,2,1,5,0,1,1,2,0.2,3,14,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,28,0,5,5,3,2,0,4,1,5,11,0,1,3,4,0.455,13,28,True
Allie Turner,#11,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,29,0,0,0,4,0,1,3,1,1,5,0,3,0,0,0.2,2,5,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,31,1,2,3,3,0,0,1,4,3,10,2,6,0,0,0.4,8,16,True
Jaiden Haile,#23,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,15,2,2,4,1,0,0,0,2,0,0,0,0,1,2,,1,8,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,8,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,True
Sierra Lichtie,#4,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,9,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1.0,2,2,True
Julia Wilson,#3,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,11,0,1,1,1,0,0,0,1,1,3,0,1,0,0,0.333,2,5,True
Paige Lofing,#1,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,True
Teryn Gardner,#24,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,21,1,2,3,1,1,0,0,2,2,4,2,3,0,0,0.75,6,20,True
Heloisa Carrera,#14,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,20,3,3,6,1,0,0,2,3,3,6,0,0,0,0,0.5,6,14,False
McKinna Brackens,#21,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,19,1,2,3,1,1,1,0,3,4,8,0,0,2,2,0.5,10,29,False
Amaya Williams,#1,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,34,1,0,1,11,4,1,3,0,2,7,2,3,0,0,0.429,6,52,False
Marley Washenitz,#11,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,28,0,4,4,6,2,0,1,3,7,12,4,7,1,2,0.75,19,58,False
Gabby Elliott,#0,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,31,1,6,7,4,0,0,4,2,8,14,6,8,2,3,0.786,24,51,False
Martina Fantini,#7,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,16,0,5,5,1,2,2,1,3,3,4,0,0,0,0,0.75,6,32,False
Timya Grice,#22,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,False
Deborah Davenport,#24,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,15,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1.0,2,6,False
Jyah LoVett,#4,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,24,1,4,5,1,0,0,1,1,1,5,1,3,0,0,0.3,3,7,False
Makayla Moore,#12,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,12,1,1,2,0,2,1,1,0,1,1,1,1,0,0,1.5,3,18,False
Dresha Moore,#1,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,25,1,4,5,0,1,0,3,3,2,8,0,0,1,2,0.25,5,4,True
Helen Holley,#10,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,23,3,1,4,0,1,2,3,4,2,5,1,2,1,2,0.5,6,14,True
Malia Tharpe,#11,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,37,2,4,6,0,0,0,2,2,2,10,1,3,1,2,0.25,6,2,True
Olivia Owens,#24,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,32,1,2,3,4,1,0,3,1,4,11,2,6,4,4,0.455,14,27,True
Hallie Rhodes,#20,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,28,0,2,2,2,2,0,5,1,4,14,0,2,0,0,0.286,8,6,True
Eva Ruse,#15,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,12,4,2,6,0,1,1,3,2,0,1,0,0,0,4,0.0,0,0,True
Ayla Williams,#22,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,13,2,3,5,0,0,1,0,0,0,1,0,0,2,2,0.0,2,10,True
Ysabella Von Seipler,#0,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,9,1,1,2,0,0,0,0,1,1,2,1,1,0,0,0.75,3,8,True
Lilly Amor,#3,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,21,0,0,0,2,0,0,0,1,1,3,1,3,0,2,0.5,3,6,True
Lara Somfai,#12,Stanford Cardinal,Washington State Cougars,1,11/14/25,19,1,4,5,1,1,1,2,3,4,12,0,5,0,0,0.333,8,14,False
Courtney Ogden,#40,Stanford Cardinal,Washington State Cougars,1,11/14/25,19,0,5,5,1,1,1,2,2,2,3,1,1,0,0,0.833,5,20,False
Nunu Agara,#3,Stanford Cardinal,Washington State Cougars,1,11/14/25,30,3,5,8,2,1,1,1,3,3,9,0,2,3,4,0.333,9,27,False
Hailee Swain,#2,Stanford Cardinal,Washington State Cougars,1,11/14/25,29,0,1,1,0,1,0,4,1,5,11,0,1,0,0,0.455,10,8,False
Talana Lepolo,#10,Stanford Cardinal,Washington State Cougars,1,11/14/25,38,0,2,2,3,3,0,1,2,2,4,1,3,0,0,0.625,5,26,False
Alexandra Eschmeyer,#4,Stanford Cardinal,Washington State Cougars,1,11/14/25,7,0,1,1,0,0,0,3,0,2,2,0,0,1,1,1.0,5,4,False
Mary Ashley Stevenson,#22,Stanford Cardinal,Washington State Cougars,1,11/14/25,24,1,6,7,1,0,0,0,1,1,2,0,1,2,2,0.5,4,16,False
Shay Ijiwoye,#6,Stanford Cardinal,Washington State Cougars,1,11/14/25,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0,-1,False
Chloe Clardy,#13,Stanford Cardinal,Washington State Cougars,1,11/14/25,29,2,1,3,3,2,0,2,2,3,10,0,4,2,3,0.3,8,18,False
Malia Ruud,#55,Washington State Cougars,Stanford Cardinal,0,11/14/25,35,5,2,7,2,1,0,3,3,4,14,1,4,2,2,0.321,11,18,True
Tanja Valancic,#9,Washington State Cougars,Stanford Cardinal,0,11/14/25,30,1,3,4,1,3,0,4,3,1,4,1,2,1,2,0.375,4,10,True
Charlotte Abraham,#10,Washington State Cougars,Stanford Cardinal,0,11/14/25,23,0,4,4,0,0,0,1,3,3,7,1,4,2,2,0.5,9,12,True
Mackenzie Chatfield,#8,Washington State Cougars,Stanford Cardinal,0,11/14/25,23,0,6,6,1,2,0,0,0,1,3,0,0,0,0,0.333,2,18,True
Eleonora Villa,#2,Washington State Cougars,Stanford Cardinal,0,11/14/25,36,0,3,3,0,2,1,3,1,4,9,0,1,2,2,0.444,10,19,True
Malvina Haziri,#1,Washington State Cougars,Stanford Cardinal,0,11/14/25,13,1,1,2,2,0,0,0,2,1,2,1,2,0,0,0.75,3,12,True
Keandra Koorits,#15,Washington State Cougars,Stanford Cardinal,0,11/14/25,25,2,1,3,0,1,0,3,3,2,12,1,5,2,2,0.208,7,-2,True
Marta Alsina,#12,Washington State Cougars,Stanford Cardinal,0,11/14/25,9,0,2,2,0,1,0,1,0,0,1,0,1,0,2,0.0,0,-1,True
Jean Chiu,#5,Washington State Cougars,Stanford Cardinal,0,11/14/25,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,-2,True
Shorna Preston,#12,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,21,5,6,11,1,1,1,3,1,3,6,1,2,0,0,0.583,7,24,True
Irune Orio,#31,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,19,1,2,3,1,0,0,4,0,0,4,0,4,0,0,0.0,0,-12,True
Ellison Guiney,#2,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,29,3,0,3,2,0,0,3,2,2,8,2,5,3,4,0.375,9,9,True
Taija Sta. Maria,#1,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,30,0,1,1,5,3,0,5,0,0,3,0,1,0,2,0.0,0,8,True
Meghan Fiso,#13,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,21,0,4,4,1,0,1,2,2,2,7,0,3,3,6,0.286,7,7,True
Zoe Shanahan,#44,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,7,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0.667,4,0,True
Seleh Harmon,#30,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,24,1,1,2,0,0,0,4,1,4,8,3,5,1,2,0.688,12,10,True
Quinn VanSickle,#11,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,7,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0.0,0,-4,True
Ilinca Belegante,#10,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,3,0,0,0,0,0,0,0,1,0,0,0,0,2,3,,2,2,True
Bella Green,#3,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,19,2,4,6,2,0,0,3,4,3,6,0,0,3,3,0.5,9,18,True
Ivory Finley,#0,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,20,0,0,0,1,1,0,3,2,2,5,1,2,1,2,0.5,6,6,True
Tessa Chaney,#34,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,21,1,4,5,4,1,0,3,2,5,9,0,0,1,2,0.556,11,30,False
Cambree Blackham,#5,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,29,2,3,5,6,3,0,2,2,3,7,1,2,0,0,0.5,7,39,False
Kylee Mabry,#1,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,25,1,1,2,0,0,0,2,2,3,9,0,2,0,1,0.333,6,1,False
Amanda Barcello,#3,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,28,2,1,3,2,5,2,1,3,6,9,5,6,2,2,0.944,19,68,False
Halle Nelson,#25,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,17,2,6,8,1,2,1,3,5,2,3,2,2,1,2,1.0,7,28,False
Evie Leeson,#15,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,2,False
Gaby Goo,#12,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0.5,2,4,False
Kaylee Headrick,#14,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,26,2,1,3,3,2,1,3,2,4,7,2,2,2,3,0.714,12,36,False
Gracie Sorenson,#44,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,6,0,1,1,0,0,0,0,1,0,3,0,0,0,2,0.0,0,-3,False
Anna Shreeve,#2,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,6,0,1,1,1,2,0,0,1,1,1,0,0,2,2,1.0,4,19,False
KJ Carlyle,#4,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,4,0,1,1,0,0,1,0,0,2,3,1,1,0,0,0.833,5,15,False
Naia Tanuvasa,#21,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,15,0,2,2,3,3,0,1,3,2,3,0,1,0,0,0.667,4,26,False
Saige Gibb,#10,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,18,1,0,1,3,4,1,0,3,2,6,1,3,2,4,0.417,7,34,False
Edie Clarke,#7,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,27,2,3,5,1,6,0,2,2,4,9,0,1,0,0,0.444,8,35,True
Abigail Shoff,#5,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,17,0,1,1,0,0,0,1,3,1,6,1,4,1,2,0.25,4,-2,True
Addi Wedin,#23,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,22,0,0,0,2,2,0,2,1,3,6,1,2,2,2,0.583,9,22,True
Jada Hunter,#0,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,30,1,4,5,2,2,0,6,0,1,4,1,2,3,4,0.375,6,10,True
Malia Latu,#13,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,26,1,2,3,2,1,0,4,0,3,5,0,0,0,0,0.6,6,14,True
Melesungu Afeaki,#22,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,12,0,2,2,1,0,0,0,2,1,3,0,0,0,0,0.333,2,8,True
Georgia Grigoropoulou,#10,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,3,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0.333,2,4,True
Mauriana Hashemian-Orr,#3,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,15,1,1,2,3,1,0,2,2,1,2,0,1,0,0,0.5,2,12,True
Amy Kurkowski,#2,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,13,1,3,4,0,0,1,2,2,1,3,1,3,0,0,0.5,3,6,True
Ella Wedin,#33,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,4,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0.75,3,6,True
Emily Foy,#8,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,14,1,2,3,0,0,0,0,0,1,3,0,2,0,0,0.333,2,4,True
Charlece Ohiaeri,#4,Saint Mary's Gaels,UC Riverside Highlanders,1,11/14/25,17,2,3,5,1,1,0,0,2,2,6,0,2,0,2,0.333,4,12,True
Bria Shine,#41,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,28,1,4,5,0,2,0,1,0,3,6,0,1,0,0,0.5,6,18,False
Taylor Swanson,#22,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,19,0,1,1,1,2,0,3,1,3,5,0,2,0,0,0.6,6,12,False
Shelley Duchemin,#5,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,23,2,3,5,1,1,0,2,0,1,4,1,1,4,4,0.375,7,16,False
Aaliyah Stanton,#8,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,31,0,3,3,1,1,0,8,1,6,11,0,3,1,6,0.545,13,2,False
Seneca Hackley,#2,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,32,1,1,2,2,2,0,0,3,2,4,0,2,0,0,0.5,4,19,False
Lucia Moreno Tallon,#32,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,10,2,2,4,0,0,0,0,1,1,4,0,1,0,0,0.25,2,4,False
Dieynaba Sylla,#30,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,-2,False
Makayla Minshall,#10,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,12,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.0,0,-4,False
Kaylani Polk,#1,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,26,1,0,1,1,1,0,5,1,0,7,0,6,0,0,0.0,0,-18,False
Maya Chocano,#9,UC Riverside Highlanders,Saint Mary's Gaels,0,11/14/25,17,0,3,3,0,0,1,1,3,1,7,1,5,0,0,0.214,3,0,False
Shailyn Pinkney,#21,Seton Hall Pirates,San Francisco Dons,1,11/14/25,25,0,2,2,3,2,0,2,2,1,4,0,1,0,0,0.25,2,14,False
Mariana Valenzuela,#6,Seton Hall Pirates,San Francisco Dons,1,11/14/25,27,2,7,9,1,0,0,6,3,5,8,0,1,0,2,0.625,10,12,False
Jada Eads,#0,Seton Hall Pirates,San Francisco Dons,1,11/14/25,30,0,3,3,5,1,0,5,3,5,12,2,7,4,4,0.5,16,29,False
Savannah Catalon,#5,Seton Hall Pirates,San Francisco Dons,1,11/14/25,33,4,3,7,3,4,0,1,3,5,8,1,2,4,4,0.688,15,53,False
Jordana Codio,#23,Seton Hall Pirates,San Francisco Dons,1,11/14/25,16,1,0,1,0,0,0,1,3,5,11,1,3,3,3,0.5,14,18,False
Natalia Hall-Rosa,#3,Seton Hall Pirates,San Francisco Dons,1,11/14/25,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.0,0,-4,False
Cam Rust,#10,Seton Hall Pirates,San Francisco Dons,1,11/14/25,19,1,2,3,3,1,0,4,2,4,6,0,0,2,2,0.667,10,24,False
Messiah Hunter,#13,Seton Hall Pirates,San Francisco Dons,1,11/14/25,19,0,4,4,1,1,0,2,1,0,0,0,0,2,2,,2,10,False
Zahara Bishop,#8,Seton Hall Pirates,San Francisco Dons,1,11/14/25,19,2,2,4,1,1,0,0,1,4,10,1,2,0,0,0.45,9,23,False
Ja'Kahla Craft,#2,Seton Hall Pirates,San Francisco Dons,1,11/14/25,9,0,1,1,0,1,0,0,2,1,4,0,2,0,1,0.25,2,4,False
Noelia Mourio,#3,San Francisco Dons,Seton Hall Pirates,0,11/14/25,22,0,3,3,1,0,1,7,4,3,5,0,0,0,0,0.6,6,2,True
Aina Cargol,#9,San Francisco Dons,Seton Hall Pirates,0,11/14/25,25,0,3,3,3,1,0,6,4,7,12,2,3,4,5,0.667,20,32,True
Candy Edokpaigbe,#23,San Francisco Dons,Seton Hall Pirates,0,11/14/25,24,1,3,4,2,5,0,4,3,4,7,1,2,2,4,0.643,11,33,True
Paula Tirado,#22,San Francisco Dons,Seton Hall Pirates,0,11/14/25,22,0,0,0,1,1,0,2,2,3,6,1,3,0,0,0.583,7,11,True
Mara Neira,#2,San Francisco Dons,Seton Hall Pirates,0,11/14/25,21,0,3,3,3,0,0,0,2,1,7,1,5,0,0,0.214,3,8,True
Sophia Priestley,#32,San Francisco Dons,Seton Hall Pirates,0,11/14/25,7,0,1,1,0,0,0,0,1,0,0,0,0,2,2,,2,4,True
Natasa Tausova,#12,San Francisco Dons,Seton Hall Pirates,0,11/14/25,24,2,3,5,0,2,0,1,4,5,11,2,5,1,2,0.545,13,26,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,Seton Hall Pirates,0,11/14/25,10,2,0,2,0,0,0,3,2,0,1,0,0,0,0,0.0,0,-6,True
Michelle Ugwah,#14,San Francisco Dons,Seton Hall Pirates,0,11/14/25,20,2,0,2,0,1,0,1,0,1,5,0,0,0,0,0.2,2,3,True
Amy Pateman,#10,San Francisco Dons,Seton Hall Pirates,0,11/14/25,5,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0.0,0,-4,True
Meghan McIntyre,#4,San Francisco Dons,Seton Hall Pirates,0,11/14/25,19,1,4,5,3,1,0,4,4,1,4,0,2,0,0,0.25,2,6,True
Logann Alvar,#1,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,26,0,3,3,1,0,0,4,3,2,9,0,1,0,0,0.222,4,-4,False
Madi Symons,#11,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,25,1,4,5,0,0,3,1,1,3,5,2,2,0,0,0.8,8,28,False
Lana Beslic,#10,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,23,0,8,8,2,0,0,2,3,0,6,0,3,1,2,0.0,1,0,False
Henna Sandvik,#26,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,21,1,1,2,0,0,1,2,2,1,4,0,1,0,0,0.25,2,0,False
Malene Pedersen,#12,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,30,0,2,2,1,0,1,0,2,7,14,2,4,0,0,0.571,16,32,False
Peyton Wohlford,#22,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,7,0,0,0,2,0,1,0,0,1,2,0,1,0,0,0.5,2,12,False
Jane Rumpf,#2,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,9,0,2,2,0,0,0,0,1,0,0,0,0,0,0,,0,2,False
Liv Blomkvist,#5,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,5,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0.667,4,8,False
Heidur Karlsdottir,#15,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,10,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1.0,2,6,False
Katie Harrington,#21,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,,0,1,False
Aurore Eyango,#6,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,15,0,2,2,2,2,1,0,0,1,2,0,0,0,0,0.5,2,22,False
Payton Muma,#3,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,25,0,2,2,5,0,1,4,0,2,10,0,5,0,0,0.2,4,6,False
Ava Schmidt,#13,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,22,0,2,2,0,3,0,1,2,5,12,3,6,0,0,0.542,13,28,True
Kylee Fox,#30,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,11,0,2,2,0,1,0,0,0,0,3,0,0,0,0,0.0,0,4,True
Sophie Glancey,#12,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,25,3,6,9,0,0,5,0,1,4,12,0,1,5,6,0.333,13,41,True
Ashley Hawkins,#23,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,27,0,2,2,8,2,0,2,1,3,6,0,0,1,1,0.5,7,40,True
Maia Jones,#9,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,19,1,2,3,1,1,0,3,4,3,8,2,4,0,0,0.5,8,13,True
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,21,4,6,10,0,0,1,0,2,5,8,1,1,0,0,0.688,11,34,True
Alana Goodchild,#11,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,5,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0.0,0,-3,True
Delainey Miller,#20,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,21,5,5,10,1,0,2,1,1,5,10,0,1,0,2,0.5,10,30,True
Sienna Grieger,#6,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,5,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0.667,4,7,True
Kate Schat,#3,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,19,0,2,2,2,1,0,0,1,2,7,0,5,0,0,0.286,4,10,True
Aniya Hooker,#2,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,25,0,0,0,2,2,0,0,2,3,6,0,0,0,0,0.5,6,23,True
Cearah Parchment,#30,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,34,1,5,6,1,0,0,1,1,5,10,4,6,0,2,0.7,14,28,False
Berry Wallace,#23,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,34,5,1,6,0,2,0,3,3,8,16,2,4,6,6,0.562,24,42,False
Destiny Jackson,#2,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,27,1,1,2,2,0,0,1,5,1,5,1,1,2,2,0.3,5,11,False
Gretchen Dolan,#4,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,38,0,5,5,2,2,0,2,3,4,19,0,5,3,4,0.211,11,12,False
Jasmine Brown-Hagger,#8,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,25,1,1,2,1,0,0,2,1,0,1,0,0,0,0,0.0,0,-1,False
Hayven Smith,#25,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,-1,False
Lety Vasconcelos,#35,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,12,2,2,4,1,0,0,0,0,0,0,0,0,0,2,,0,5,False
Aaliyah Guyton,#1,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,13,0,1,1,2,0,0,0,1,2,4,1,1,0,0,0.625,5,16,False
Maddie Webber,#34,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,14,2,0,2,1,0,0,2,1,0,3,0,2,0,0,0.0,0,-5,False
Nene Sow,#32,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,18,0,2,2,0,2,1,1,2,0,0,0,0,0,0,,0,11,True
Ally Schimel,#4,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,14,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,0,0,True
Jenna Villa,#3,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,33,1,5,6,3,0,1,0,1,2,8,1,3,4,4,0.312,9,28,True
Kennedie Shuler,#1,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,30,0,2,2,5,0,1,4,2,4,7,0,0,0,0,0.571,8,24,True
Tiara Bolden,#0,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,35,1,5,6,0,2,0,4,0,9,13,2,4,5,6,0.769,25,46,True
Lara Alonso-Basurto,#22,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,25,0,2,2,0,1,0,0,3,4,6,0,1,1,2,0.667,9,20,True
Susana Yepes,#10,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,18,0,2,2,4,0,0,0,1,0,2,0,0,0,0,0.0,0,13,True
Lizzy Williamson,#15,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,21,3,2,5,0,2,0,1,4,5,9,0,0,0,0,0.556,10,26,True
Cloe Vecina,#31,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,6,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0.75,3,6,True
Charish Thompson,#32,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,34,2,5,7,2,0,2,2,2,10,14,1,1,8,8,0.75,29,66,False
Vanessa McManus,#0,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,36,3,7,10,1,1,0,6,0,7,23,1,8,2,4,0.326,17,10,False
Ana Moleon Hidalgo,#23,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,18,0,2,2,1,0,0,2,0,1,4,0,0,0,0,0.25,2,1,False
Alana Goosby,#22,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,37,2,3,5,7,4,2,2,2,3,6,0,0,0,4,0.5,6,47,False
Madison Butcher,#24,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,27,1,2,3,1,3,0,0,3,4,7,1,3,0,0,0.643,9,30,False
Nora Perez,#9,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,24,0,4,4,1,1,0,2,4,3,6,0,1,2,2,0.5,8,16,False
Gillian Bears,#14,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,6,1,1,2,0,0,0,1,0,0,0,0,0,0,0,,0,0,False
Vivian Franklin,#55,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,False
Jordan Billing,#7,Cal Poly Mustangs,Seattle U Redhawks,0,11/15/25,15,1,0,1,0,0,0,0,1,0,3,0,3,2,2,0.0,2,-2,False
Fia Proctor,#4,Seattle U Redhawks,Cal Poly Mustangs,1,11/15/25,6,0,0,0,0,0,0,0,2,0,2,0,1,2,2,0.0,2,1,True
Tamia Stricklin,#14,Seattle U Redhawks,Cal Poly Mustangs,1,11/15/25,30,3,7,10,3,4,0,1,3,4,9,1,1,1,2,0.5,10,46,True
