Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts,isWCC
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,15,1,4,5,1,1,1,0,5,1,2,0,0,0,0,2,18,True
Lauren Grover,#10,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,True
Alana Goodchild,#11,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True
Delainey Miller,#20,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,18,0,4,4,2,4,1,2,3,3,4,0,0,4,4,10,38,True
Sienna Grieger,#6,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True
Kate Schat,#3,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,14,0,0,0,1,0,0,1,2,1,6,1,5,0,0,3,-2,True
Aniya Hooker,#2,Santa Clara Broncos,Texas A&M-Corpus Christi Islanders,1,11/11/25,18,2,2,4,2,0,0,2,5,0,2,0,0,1,2,1,5,True
Rayna Williams,#12,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,20,1,4,5,0,0,0,3,4,1,3,0,0,1,6,3,-4,False
K'Nari Holliday,#32,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,16,1,1,2,0,2,0,0,3,1,3,0,0,0,2,2,9,False
Samora Watson,#5,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,33,1,8,9,4,2,1,2,4,4,13,0,0,6,10,14,33,False
Marissa Shelton,#4,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,31,1,3,4,2,0,1,9,3,3,12,2,5,4,8,12,-4,False
Chelsea Wooten,#3,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,34,0,2,2,4,0,0,1,0,2,7,1,5,2,2,7,13,False
Torie Sevier,#20,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,16,2,3,5,1,0,1,0,0,3,4,0,0,0,0,6,19,False
Asha Walker,#11,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,32,1,0,1,0,0,0,1,2,6,9,6,8,0,0,18,24,False
Tamar voor de Poort,#2,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Trinity Slocum,#9,Texas A&M-Corpus Christi Islanders,Santa Clara Broncos,0,11/11/25,14,0,3,3,2,0,0,2,3,0,3,0,1,0,0,0,1,False
Riley Layton,#32,Warner Pacific Knights,Portland Pilots,0,11/11/25,20,0,1,1,0,0,0,2,3,3,11,0,0,2,6,8,-4,False
Alex Saunders,#5,Warner Pacific Knights,Portland Pilots,0,11/11/25,25,1,2,3,0,0,0,2,0,2,9,0,0,3,4,7,0,False
Kayla Kasubuchi,#25,Warner Pacific Knights,Portland Pilots,0,11/11/25,17,0,0,0,1,2,0,8,1,1,2,0,0,1,2,3,-3,False
KJ Custer,#14,Warner Pacific Knights,Portland Pilots,0,11/11/25,18,1,2,3,1,2,0,6,0,1,5,0,2,0,0,2,-1,False
Matty Woolf,#12,Warner Pacific Knights,Portland Pilots,0,11/11/25,27,0,1,1,1,3,0,0,2,0,3,0,3,0,0,0,10,False
SK Hicks,#10,Warner Pacific Knights,Portland Pilots,0,11/11/25,18,1,0,1,1,1,0,1,1,0,2,0,0,1,2,1,4,False
Maggie Lapray,#20,Warner Pacific Knights,Portland Pilots,0,11/11/25,17,0,1,1,1,0,0,0,1,0,3,0,0,2,2,2,3,False
Lauren Katyryniuk,#11,Warner Pacific Knights,Portland Pilots,0,11/11/25,12,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,-6,False
Bryten Gumke,#3,Warner Pacific Knights,Portland Pilots,0,11/11/25,23,0,0,0,0,1,0,3,0,1,4,1,2,0,0,3,-1,False
Tali Sanders,#1,Warner Pacific Knights,Portland Pilots,0,11/11/25,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-3,False
Kiki Brooks,#23,Warner Pacific Knights,Portland Pilots,0,11/11/25,16,0,3,3,1,0,0,4,2,0,2,0,1,0,0,0,-5,False
Lainey Spear,#20,Portland Pilots,Warner Pacific Knights,1,11/11/25,16,1,2,3,3,1,0,1,0,3,5,0,1,1,2,7,21,True
Julia Dalan,#44,Portland Pilots,Warner Pacific Knights,1,11/11/25,15,2,1,3,2,0,1,3,0,3,5,0,0,5,6,11,18,True
Rhyan Mogel,#22,Portland Pilots,Warner Pacific Knights,1,11/11/25,9,1,0,1,2,0,1,0,0,3,4,2,2,2,2,10,25,True
Dyani Ananiev,#2,Portland Pilots,Warner Pacific Knights,1,11/11/25,11,1,3,4,3,6,0,2,2,3,3,1,1,0,0,7,45,True
Florence Dallow,#3,Portland Pilots,Warner Pacific Knights,1,11/11/25,10,0,1,1,1,3,0,0,0,5,5,1,1,3,3,14,37,True
Ella Zimmerman,#42,Portland Pilots,Warner Pacific Knights,1,11/11/25,16,2,4,6,0,0,3,0,1,2,6,0,0,0,0,4,18,True
Jada Kennedy,#9,Portland Pilots,Warner Pacific Knights,1,11/11/25,13,2,5,7,1,0,3,1,0,4,4,0,0,0,0,8,30,True
Aubrey Herrin,#5,Portland Pilots,Warner Pacific Knights,1,11/11/25,20,0,4,4,4,4,2,1,2,4,5,1,1,1,1,10,51,True
Brynn Smith,#12,Portland Pilots,Warner Pacific Knights,1,11/11/25,24,0,2,2,5,3,1,4,1,4,10,2,5,0,0,10,32,True
Caitlin Monahan,#14,Portland Pilots,Warner Pacific Knights,1,11/11/25,18,0,3,3,1,2,0,0,2,3,4,1,2,0,0,7,24,True
Tiffany Barbosa,#7,Portland Pilots,Warner Pacific Knights,1,11/11/25,21,1,0,1,1,0,0,1,0,2,3,1,2,1,2,6,9,True
Natalie Fraley,#10,Portland Pilots,Warner Pacific Knights,1,11/11/25,14,1,2,3,1,1,0,0,3,2,6,2,3,0,0,6,16,True
Nicole Anderson,#17,Portland Pilots,Warner Pacific Knights,1,11/11/25,13,0,1,1,1,1,0,0,1,2,4,1,3,2,2,7,15,True
Tamia Stricklin,#14,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,33,1,4,5,1,1,0,4,4,3,6,0,1,3,4,9,11,True
Lucija Milkovic,#7,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,23,1,3,4,0,0,0,3,2,2,5,0,0,1,2,5,1,True
Dylan Mogel,#5,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,26,0,3,3,1,1,0,1,0,2,2,0,0,0,0,4,14,True
Sydnie Rodriguez,#24,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,26,0,2,2,0,0,0,1,1,1,5,1,3,2,2,5,1,True
Ella Brubaker,#3,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,14,0,3,3,1,0,0,3,1,3,9,0,2,2,2,8,3,True
Fia Proctor,#4,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,10,0,1,1,1,0,0,2,1,0,0,0,0,4,4,4,4,True
Jana Vesic,#9,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,27,0,0,0,2,0,0,1,2,4,7,0,3,4,6,12,12,True
Chloe Emanga,#8,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,13,0,3,3,0,1,0,2,0,2,2,0,0,1,2,5,9,True
Aaliyah Ibarra,#21,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,26,0,0,0,1,0,0,0,3,0,2,0,1,1,2,1,0,True
Lucy Larson,#22,Seattle U Redhawks,Fresno State Bulldogs,0,11/11/25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
Ashlyn Rean,#14,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,27,3,4,7,1,1,0,1,1,7,11,0,0,1,3,15,29,False
Djessira Diawara,#32,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,18,0,0,0,0,1,0,2,4,4,6,0,0,1,2,9,11,False
Jaisa Gamble,#4,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,35,3,2,5,1,2,0,3,4,2,8,0,0,0,0,4,11,False
Emilia Long,#11,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,29,0,2,2,2,1,0,1,3,10,14,1,2,0,0,21,38,False
Danae Powell,#3,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,25,2,0,2,0,1,0,4,2,2,7,0,1,0,0,4,-1,False
Hedda Koehne,#25,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,20,2,3,5,0,0,0,2,4,2,3,0,0,5,5,9,12,False
Morelia Chavez,#8,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,6,False
Avery Watkins,#12,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,15,0,3,3,1,1,0,0,1,3,4,0,0,2,4,8,19,False
Briana Webb,#34,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,-1,False
Ava Marr,#21,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,11,0,1,1,2,1,0,0,1,1,5,1,4,0,0,3,10,False
Indiya Clarke,#20,Fresno State Bulldogs,Seattle U Redhawks,1,11/11/25,14,0,1,1,0,0,0,0,0,0,3,0,1,2,2,2,0,False
Winner Bartholomew,#25,Pacific Tigers,California Golden Bears,0,11/11/25,21,1,4,5,0,2,0,1,4,4,15,0,0,0,1,8,11,True
Daria Nestorov,#21,Pacific Tigers,California Golden Bears,0,11/11/25,31,0,3,3,5,1,0,3,3,2,8,0,3,0,0,4,13,True
Marina Radocaj,#9,Pacific Tigers,California Golden Bears,0,11/11/25,20,1,4,5,0,0,2,3,5,1,3,0,0,0,0,2,6,True
Stella Szabo,#5,Pacific Tigers,California Golden Bears,0,11/11/25,22,0,0,0,1,0,1,1,1,1,4,1,3,1,2,4,4,True
Sydney Ward,#10,Pacific Tigers,California Golden Bears,0,11/11/25,25,0,2,2,0,2,0,1,2,4,7,2,2,1,2,11,21,True
Luisa Anderegg,#11,Pacific Tigers,California Golden Bears,0,11/11/25,18,0,1,1,2,0,0,1,1,1,4,1,4,0,0,3,4,True
Sophia Mindermann,#8,Pacific Tigers,California Golden Bears,0,11/11/25,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-3,True
Liv Yergensen,#7,Pacific Tigers,California Golden Bears,0,11/11/25,30,0,5,5,1,0,0,1,2,2,5,2,4,4,4,10,15,True
Hannah Burg,#3,Pacific Tigers,California Golden Bears,0,11/11/25,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-4,True
Mali Ennis,#2,Pacific Tigers,California Golden Bears,0,11/11/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Kenlee Durrill,#23,Pacific Tigers,California Golden Bears,0,11/11/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Nyah Lowery,#15,Pacific Tigers,California Golden Bears,0,11/11/25,26,2,4,6,3,0,0,1,4,4,8,2,5,0,0,10,22,True
Taylor Barnes,#3,California Golden Bears,Pacific Tigers,1,11/11/25,38,2,6,8,1,0,0,0,2,3,13,1,6,1,2,8,8,False
Sakima Walker,#35,California Golden Bears,Pacific Tigers,1,11/11/25,20,1,2,3,1,0,0,1,3,2,5,0,0,0,2,4,6,False
Aliyahna Morris,#25,California Golden Bears,Pacific Tigers,1,11/11/25,19,0,4,4,2,1,0,5,1,1,3,0,1,2,2,4,7,False
Lola Donez,#5,California Golden Bears,Pacific Tigers,1,11/11/25,25,0,1,1,1,1,0,2,3,0,1,0,0,1,2,1,4,False
Lulu Twidale,#10,California Golden Bears,Pacific Tigers,1,11/11/25,34,1,5,6,3,1,0,2,1,6,15,0,6,7,7,19,26,False
Naya Ojukwu,#13,California Golden Bears,Pacific Tigers,1,11/11/25,8,3,2,5,0,0,0,1,2,4,5,0,0,1,1,9,16,False
Claudia Langarita,#22,California Golden Bears,Pacific Tigers,1,11/11/25,10,0,0,0,1,1,0,1,3,1,3,1,2,0,0,3,8,False
Grace McCallop,#12,California Golden Bears,Pacific Tigers,1,11/11/25,5,0,0,0,0,0,0,2,0,0,1,0,1,1,2,1,-5,False
Isis Johnson-Musah,#6,California Golden Bears,Pacific Tigers,1,11/11/25,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
Anastasia Drosouni,#23,California Golden Bears,Pacific Tigers,1,11/11/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Mjracle Sheppard,#1,California Golden Bears,Pacific Tigers,1,11/11/25,13,1,2,3,0,2,1,0,0,2,5,0,0,3,4,7,20,False
Gisella Maul,#21,California Golden Bears,Pacific Tigers,1,11/11/25,21,2,6,8,1,1,0,0,0,2,3,0,0,0,0,4,21,False
Maya Hernandez,#55,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,28,1,0,1,2,1,0,3,3,7,14,0,1,2,6,16,16,True
Ivana Krajina,#13,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,34,0,3,3,5,1,0,7,1,5,8,2,3,0,0,12,23,True
Jess Lawson,#0,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,29,1,3,4,0,3,0,1,3,3,6,0,0,1,2,7,20,True
Andjela Matic,#28,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,36,0,4,4,3,0,0,3,0,4,9,3,7,1,1,12,17,True
Carly Heidger,#5,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,35,2,2,4,0,2,0,1,1,0,6,0,4,1,2,1,0,True
Kayla Jones,#24,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,17,1,2,3,0,0,0,0,0,2,4,0,0,0,0,4,7,True
Zawadi Ogot,#54,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,True
Mari Somvichian,#2,Loyola Marymount Lions,Nevada Wolf Pack,0,11/13/25,10,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,-3,True
Makayla Carter,#23,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,18,0,0,0,1,1,0,2,5,0,1,0,0,4,4,4,7,False
Kendra Hicks,#34,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,17,1,3,4,1,0,0,1,1,1,2,0,0,0,0,2,8,False
Skylar Durley,#24,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,31,1,5,6,5,0,0,2,3,2,9,0,1,1,2,5,16,False
Izzy Sullivan,#2,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,33,0,3,3,2,1,1,2,0,7,12,1,1,0,0,15,31,False
Ahrray Young,#1,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,29,1,4,5,2,0,0,4,2,5,8,0,1,0,0,10,15,False
Maia Rosarion,#14,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,False
Tahj-Monet Bloom,#0,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,9,2,1,3,0,1,0,1,0,1,3,0,1,0,0,2,6,False
Imbie Jones,#3,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,17,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,-1,False
Amelia Raidaveta,#13,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,False
Chloe Williams,#10,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,20,0,1,1,0,2,0,1,1,2,2,0,0,0,0,4,14,False
Britain Backus,#11,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,12,0,0,0,0,2,0,2,2,3,4,2,3,0,0,8,16,False
Gabby Ramos,#4,Nevada Wolf Pack,Loyola Marymount Lions,1,11/13/25,12,0,0,0,1,0,0,0,0,2,3,1,1,1,1,6,12,False
Madelyn Bragg,#0,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,29,1,4,5,1,1,0,1,0,2,8,0,0,0,0,4,11,False
Brooke Carlson,#2,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,33,0,1,1,2,1,0,5,2,4,6,0,1,5,6,13,15,False
Kloe Froebe,#1,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,28,5,1,6,0,0,0,0,2,7,9,1,2,2,5,17,26,False
Hannah Ronsiek,#30,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,33,0,4,4,2,4,0,2,4,6,12,3,9,1,2,16,35,False
Lexus Bargesser,#3,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,30,0,2,2,2,1,0,0,3,6,12,0,1,0,0,12,24,False
Jadyn Fife,#5,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,11,0,5,5,0,0,0,0,1,1,4,0,2,0,0,2,4,False
Lexi Deden,#6,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,10,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,False
McKenna Murphy,#31,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,14,0,3,3,0,0,0,0,0,2,5,2,5,0,0,6,8,False
Marta Leimane,#14,Colorado State Rams,Gonzaga Bulldogs,1,11/13/25,12,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,False
Lauren Whittaker,#33,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,23,2,5,7,0,0,1,3,2,12,18,4,7,1,3,29,38,True
Taylor Smith,#20,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,23,1,4,5,3,1,0,1,2,1,5,0,1,1,2,3,14,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,28,0,5,5,3,2,0,4,1,5,11,0,1,3,4,13,24,True
Allie Turner,#11,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,29,0,0,0,4,0,1,3,1,1,5,0,3,0,0,2,5,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,31,1,2,3,3,0,0,1,4,3,10,2,6,0,0,8,12,True
Jaiden Haile,#23,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,15,2,2,4,1,0,0,0,2,0,0,0,0,1,2,1,7,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,8,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,True
Sierra Lichtie,#4,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,9,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,1,True
Julia Wilson,#3,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,11,0,1,1,1,0,0,0,1,1,3,0,1,0,0,2,4,True
Paige Lofing,#1,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Teryn Gardner,#24,Gonzaga Bulldogs,Colorado State Rams,0,11/13/25,21,1,2,3,1,1,0,0,2,2,4,2,3,0,0,6,17,True
Heloisa Carrera,#14,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,20,3,3,6,1,0,0,2,3,3,6,0,0,0,0,6,12,False
McKinna Brackens,#21,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,19,1,2,3,1,1,1,0,3,4,8,0,0,2,2,10,24,False
Amaya Williams,#1,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,34,1,0,1,11,4,1,3,0,2,7,2,3,0,0,6,52,False
Marley Washenitz,#11,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,28,0,4,4,6,2,0,1,3,7,12,4,7,1,2,19,50,False
Gabby Elliott,#0,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,31,1,6,7,4,0,0,4,2,8,14,6,8,2,3,24,41,False
Martina Fantini,#7,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,16,0,5,5,1,2,2,1,3,3,4,0,0,0,0,6,29,False
Timya Grice,#22,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
Deborah Davenport,#24,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,15,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,5,False
Jyah LoVett,#4,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,24,1,4,5,1,0,0,1,1,1,5,1,3,0,0,3,6,False
Makayla Moore,#12,Arizona State Sun Devils,San Diego Toreros,1,11/13/25,12,1,1,2,0,2,1,1,0,1,1,1,1,0,0,3,17,False
Dresha Moore,#1,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,25,1,4,5,0,1,0,3,3,2,8,0,0,1,2,5,3,True
Helen Holley,#10,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,23,3,1,4,0,1,2,3,4,2,5,1,2,1,2,6,12,True
Malia Tharpe,#11,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,37,2,4,6,0,0,0,2,2,2,10,1,3,1,2,6,0,True
Olivia Owens,#24,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,32,1,2,3,4,1,0,3,1,4,11,2,6,4,4,14,22,True
Hallie Rhodes,#20,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,28,0,2,2,2,2,0,5,1,4,14,0,2,0,0,8,6,True
Eva Ruse,#15,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,12,4,2,6,0,1,1,3,2,0,1,0,0,0,4,0,2,True
Ayla Williams,#22,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,13,2,3,5,0,0,1,0,0,0,1,0,0,2,2,2,9,True
Ysabella Von Seipler,#0,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,9,1,1,2,0,0,0,0,1,1,2,1,1,0,0,3,6,True
Lilly Amor,#3,San Diego Toreros,Arizona State Sun Devils,0,11/13/25,21,0,0,0,2,0,0,0,1,1,3,1,3,0,2,3,5,True
Lara Somfai,#12,Stanford Cardinal,Washington State Cougars,1,11/14/25,19,1,4,5,1,1,1,2,3,4,12,0,5,0,0,8,11,False
Courtney Ogden,#40,Stanford Cardinal,Washington State Cougars,1,11/14/25,19,0,5,5,1,1,1,2,2,2,3,1,1,0,0,5,19,False
Nunu Agara,#3,Stanford Cardinal,Washington State Cougars,1,11/14/25,30,3,5,8,2,1,1,1,3,3,9,0,2,3,4,9,23,False
Hailee Swain,#2,Stanford Cardinal,Washington State Cougars,1,11/14/25,29,0,1,1,0,1,0,4,1,5,11,0,1,0,0,10,6,False
Talana Lepolo,#10,Stanford Cardinal,Washington State Cougars,1,11/14/25,38,0,2,2,3,3,0,1,2,2,4,1,3,0,0,5,26,False
Alexandra Eschmeyer,#4,Stanford Cardinal,Washington State Cougars,1,11/14/25,7,0,1,1,0,0,0,3,0,2,2,0,0,1,1,5,3,False
Mary Ashley Stevenson,#22,Stanford Cardinal,Washington State Cougars,1,11/14/25,24,1,6,7,1,0,0,0,1,1,2,0,1,2,2,4,14,False
Shay Ijiwoye,#6,Stanford Cardinal,Washington State Cougars,1,11/14/25,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,False
Chloe Clardy,#13,Stanford Cardinal,Washington State Cougars,1,11/14/25,29,2,1,3,3,2,0,2,2,3,10,0,4,2,3,8,16,False
Malia Ruud,#55,Washington State Cougars,Stanford Cardinal,0,11/14/25,35,5,2,7,2,1,0,3,3,4,14,1,4,2,2,11,14,True
Tanja Valancic,#9,Washington State Cougars,Stanford Cardinal,0,11/14/25,30,1,3,4,1,3,0,4,3,1,4,1,2,1,2,4,12,True
Charlotte Abraham,#10,Washington State Cougars,Stanford Cardinal,0,11/14/25,23,0,4,4,0,0,0,1,3,3,7,1,4,2,2,9,8,True
Mackenzie Chatfield,#8,Washington State Cougars,Stanford Cardinal,0,11/14/25,23,0,6,6,1,2,0,0,0,1,3,0,0,0,0,2,18,True
Eleonora Villa,#2,Washington State Cougars,Stanford Cardinal,0,11/14/25,36,0,3,3,0,2,1,3,1,4,9,0,1,2,2,10,16,True
Malvina Haziri,#1,Washington State Cougars,Stanford Cardinal,0,11/14/25,13,1,1,2,2,0,0,0,2,1,2,1,2,0,0,3,11,True
Keandra Koorits,#15,Washington State Cougars,Stanford Cardinal,0,11/14/25,25,2,1,3,0,1,0,3,3,2,12,1,5,2,2,7,-3,True
Marta Alsina,#12,Washington State Cougars,Stanford Cardinal,0,11/14/25,9,0,2,2,0,1,0,1,0,0,1,0,1,0,2,0,0,True
Jean Chiu,#5,Washington State Cougars,Stanford Cardinal,0,11/14/25,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2,True
Shorna Preston,#12,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,21,5,6,11,1,1,1,3,1,3,6,1,2,0,0,7,22,True
Irune Orio,#31,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,19,1,2,3,1,0,0,4,0,0,4,0,4,0,0,0,-10,True
Ellison Guiney,#2,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,29,3,0,3,2,0,0,3,2,2,8,2,5,3,4,9,6,True
Taija Sta. Maria,#1,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,30,0,1,1,5,3,0,5,0,0,3,0,1,0,2,0,12,True
Meghan Fiso,#13,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,21,0,4,4,1,0,1,2,2,2,7,0,3,3,6,7,4,True
Zoe Shanahan,#44,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,7,0,0,0,0,0,0,3,1,2,3,0,0,0,0,4,-1,True
Seleh Harmon,#30,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,24,1,1,2,0,0,0,4,1,4,8,3,5,1,2,12,6,True
Quinn VanSickle,#11,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,7,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,-3,True
Ilinca Belegante,#10,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,3,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,1,True
Bella Green,#3,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,19,2,4,6,2,0,0,3,4,3,6,0,0,3,3,9,15,True
Ivory Finley,#0,Pepperdine Waves,Utah Valley Wolverines,0,11/14/25,20,0,0,0,1,1,0,3,2,2,5,1,2,1,2,6,5,True
Tessa Chaney,#34,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,21,1,4,5,4,1,0,3,2,5,9,0,0,1,2,11,27,False
Cambree Blackham,#5,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,29,2,3,5,6,3,0,2,2,3,7,1,2,0,0,7,38,False
Kylee Mabry,#1,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,25,1,1,2,0,0,0,2,2,3,9,0,2,0,1,6,-1,False
Amanda Barcello,#3,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,28,2,1,3,2,5,2,1,3,6,9,5,6,2,2,19,60,False
Halle Nelson,#25,Utah Valley Wolverines,Pepperdine Waves,1,11/14/25,17,2,6,8,1,2,1,3,5,2,3,2,2,1,2,7,26,False
