#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,efg%,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,didWin_sum,Previous School,clean_name,ImageURL
28,Andjela Matic,Loyola Marymount Lions,G,5-9,Sr.,"Ub, Serbia",UserTeam6,348.0,23.2,17.5,30.5,15.0,34.0,9.67,0.465,3.67,3.47,0.93,0.0,1.8,4.93,1.6,1.93,3.13,8.67,4.0,0.27,51.0,3.4,510.0,145.0,55.0,52.0,14.0,0.0,29.0,47.0,130.0,27.0,74.0,24.0,33.0,2.2,8.0,Duquesne,andjela matic,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Andjela_Matic.jpg?width=80&quality=90
30,Paula Reus Piza,Loyola Marymount Lions,F,6-1,Gr.,"Palma De Mallorca, Spain",UserTeam6,126.0,14.0,25.0,92.0,9.0,16.11,5.67,0.451,4.0,1.11,0.56,0.11,0.33,1.11,1.56,1.33,1.89,4.56,9.0,1.0,27.0,3.0,145.0,51.0,36.0,10.0,5.0,1.0,12.0,17.0,41.0,3.0,10.0,14.0,17.0,1.89,5.0,New Mexico,paula reus piza,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Paula_Reus_Piza.jpg?width=80&quality=90
54,Zawadi Ogot,Loyola Marymount Lions,G,5-11,So.,"Upland, CA",FreeAgent,185.0,12.33,46.0,71.5,15.0,15.73,4.87,0.54,2.27,0.6,0.73,0.2,0.0,0.0,0.33,1.13,2.27,4.2,15.0,1.0,19.0,1.27,236.0,73.0,34.0,9.0,11.0,3.0,17.0,34.0,63.0,0.0,0.0,5.0,11.0,0.73,8.0,,zawadi ogot,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Zawadi_Ogot.jpg?width=80&quality=90
55,Maya Hernandez,Loyola Marymount Lions,F,6-0,Jr.,"San Jose, CA",UserTeam3,517.0,34.47,3.0,8.0,15.0,28.87,14.67,0.487,5.67,1.73,1.67,0.87,0.0,0.33,2.13,2.2,6.27,12.87,38.0,2.53,47.0,3.13,433.0,220.0,85.0,26.0,25.0,13.0,33.0,94.0,193.0,0.0,5.0,32.0,55.0,3.67,8.0,,maya hernandez,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Maya_Hernandez.jpg?width=80&quality=90
2,Aniya Hooker,Santa Clara Broncos,G,5-8,So.,"Lynnwood, WA",FreeAgent,348.0,20.47,17.5,30.5,17.0,24.71,5.82,0.495,2.65,1.71,1.65,0.41,0.82,2.18,0.41,0.94,2.29,5.47,17.0,1.0,28.0,1.65,420.0,99.0,45.0,29.0,28.0,7.0,16.0,39.0,93.0,14.0,37.0,7.0,13.0,0.76,13.0,,aniya hooker,https://santaclarabroncos.com/images/2025/9/18/hooker_aniyaDJR13246.JPG?width=80&quality=90
3,Kate Schat,Santa Clara Broncos,G,5-9,Fr.,"Redwood Valley, CA",FreeAgent,110.0,6.88,62.0,95.0,16.0,10.75,3.81,0.449,1.19,0.88,0.31,0.06,0.81,3.0,0.5,0.69,1.25,3.69,4.0,0.25,15.0,0.94,172.0,61.0,19.0,14.0,5.0,1.0,11.0,20.0,59.0,13.0,48.0,8.0,14.0,0.88,13.0,,kate schat,https://santaclarabroncos.com/images/2025/9/18/schat_katieDJR13224.JPG?width=80&quality=90
4,Maddy Warberg,Santa Clara Broncos,G,5-11,Fr.,"Eugene, OR",FreeAgent,0.0,0.0,94.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,maddy warberg,https://santaclarabroncos.com/images/2025/9/18/warberg_maddyDJR13195.JPG?width=80&quality=90
5,Sara Schmerbach,Santa Clara Broncos,G,5-11,Fr.,"South Medford, OR",FreeAgent,0.0,0.0,94.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,sara schmerbach,https://santaclarabroncos.com/images/2025/9/18/schimerbach_saraDJR13228.JPG?width=80&quality=90
6,Sienna Grieger,Santa Clara Broncos,G,5-9,Fr.,"West Adelaide, Australia",FreeAgent,54.0,5.4,74.0,118.0,10.0,5.8,2.0,0.5,1.0,0.7,0.0,0.0,0.3,1.3,0.1,0.3,0.8,1.9,3.0,0.3,7.0,0.7,58.0,20.0,10.0,7.0,0.0,0.0,3.0,8.0,19.0,3.0,13.0,1.0,1.0,0.1,10.0,,sienna grieger,https://santaclarabroncos.com/images/2025/9/18/grieger_siennaDJR13186.JPG?width=80&quality=90
9,Maia Jones,Santa Clara Broncos,G,5-10,R-Jr.,"Tasman, New Zealand",UserTeam2,523.0,30.76,4.0,6.0,17.0,24.59,14.06,0.508,4.41,2.53,1.29,0.59,2.12,6.18,2.76,2.0,4.59,11.12,28.0,1.65,47.0,2.76,418.0,239.0,75.0,43.0,22.0,10.0,34.0,78.0,189.0,36.0,105.0,47.0,59.0,3.47,13.0,,maia jones,https://santaclarabroncos.com/images/2025/9/18/jones_maiaDJR13254.JPG?width=80&quality=90
10,Lauren Grover,Santa Clara Broncos,F,6-1,Sr.,"Corona, CA",FreeAgent,38.0,5.43,36.0,122.0,7.0,4.0,1.43,0.556,1.14,0.43,0.14,0.0,0.0,0.0,0.0,0.29,0.71,1.29,3.0,0.43,5.0,0.71,28.0,10.0,8.0,3.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,,lauren grover,https://santaclarabroncos.com/images/2025/9/18/grover_laurenDJR13261.JPG?width=80&quality=90
11,Alana Goodchild,Santa Clara Broncos,F,6-2,Sr.,"Sydney, Australia",FreeAgent,10.0,1.11,45.5,141.5,9.0,4.11,1.0,0.143,1.11,0.0,0.11,0.0,0.0,0.89,0.56,0.11,0.22,1.56,6.0,0.67,4.0,0.44,37.0,9.0,10.0,0.0,1.0,0.0,1.0,2.0,14.0,0.0,8.0,5.0,10.0,1.11,9.0,,alana goodchild,https://santaclarabroncos.com/images/2025/9/18/goodchild_alannaDJR13217.JPG?width=80&quality=90
12,Sophie Glancey,Santa Clara Broncos,F,6-2,Gr.,"Boise, ID",UserTeam3,658.0,41.12,2.0,2.0,16.0,25.94,15.88,0.516,7.31,0.88,0.88,2.19,0.62,2.25,3.62,0.88,5.81,11.88,42.0,2.62,75.0,4.69,415.0,254.0,117.0,14.0,14.0,35.0,14.0,93.0,190.0,10.0,36.0,58.0,69.0,4.31,12.0,,sophie glancey,https://santaclarabroncos.com/images/2025/9/18/glancey_sophieDJR13209_dcKrR.JPG?width=80&quality=90
13,Ava Schmidt,Santa Clara Broncos,F,6-2,Jr.,"Sammamish, WA",UserTeam5,459.0,28.69,6.0,16.0,16.0,24.44,9.69,0.467,4.75,1.0,1.38,2.25,1.81,5.62,0.75,0.94,3.56,9.56,19.0,1.19,57.0,3.56,391.0,155.0,76.0,16.0,22.0,36.0,15.0,57.0,153.0,29.0,90.0,12.0,19.0,1.19,12.0,,ava schmidt,https://santaclarabroncos.com/images/2025/9/18/schmidt_avaDJR13235.JPG?width=80&quality=90
20,Delainey Miller,Santa Clara Broncos,G,5-10,Fr.,"Aurora, CO",FreeAgent,278.0,16.35,25.0,40.0,17.0,16.35,5.53,0.371,5.12,1.71,0.65,0.65,0.12,1.06,1.65,1.53,1.88,5.24,29.0,1.71,58.0,3.41,278.0,94.0,87.0,29.0,11.0,11.0,26.0,32.0,89.0,2.0,18.0,28.0,49.0,2.88,13.0,,delainey miller,https://santaclarabroncos.com/images/2025/9/18/miller_delaneyDJR13189.JPG?width=80&quality=90
23,Ashley Hawkins,Santa Clara Broncos,G,5-6,Gr.,"Long Beach, CA",UserTeam2,619.0,36.41,1.0,3.0,17.0,29.82,11.94,0.454,3.82,6.24,1.47,0.0,1.35,4.41,2.59,2.06,4.0,10.29,8.0,0.47,57.0,3.35,507.0,203.0,65.0,106.0,25.0,0.0,35.0,68.0,175.0,23.0,75.0,44.0,57.0,3.35,13.0,,ashley hawkins,https://santaclarabroncos.com/images/2025/9/18/hawkins_ashleyDJR13268.JPG?width=80&quality=90
24,Reilly Clark,Santa Clara Broncos,G,5-10,R-So.,"Tucson, AZ",FreeAgent,0.0,0.0,94.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,reilly clark,https://santaclarabroncos.com/images/2025/9/18/clark_reillyDJR13192.JPG?width=80&quality=90
30,Kylee Fox,Santa Clara Broncos,F,5-11,Jr.,"Richland, WA",UserTeam2,426.0,25.06,7.0,20.0,17.0,26.06,10.53,0.53,4.12,1.35,0.94,0.24,1.76,4.59,1.24,0.59,3.76,8.76,22.0,1.29,48.0,2.82,443.0,179.0,70.0,23.0,16.0,4.0,10.0,64.0,149.0,30.0,78.0,21.0,23.0,1.35,13.0,,kylee fox,https://santaclarabroncos.com/images/2025/9/18/fox_kyleeDJR13231_lFMvf.JPG?width=80&quality=90
34,Tyler Gildersleeve-Stiles,Santa Clara Broncos,F,6-1,Fr.,"Snohomish, WA",UserTeam1,273.0,16.06,15.0,44.5,17.0,13.71,4.06,0.462,4.65,1.0,0.82,0.41,0.06,0.24,0.47,0.71,1.76,3.88,29.0,1.71,50.0,2.94,233.0,69.0,79.0,17.0,14.0,7.0,12.0,30.0,66.0,1.0,4.0,8.0,18.0,1.06,13.0,,tyler gildersleeve-stiles,https://images.sidearmdev.com/resize?url=https%3a%2f%2fdbukjj6eu5tsf.cloudfront.net%2fsidearm.sites%2fsantaclara.sidearmsports.com%2fimages%2f2025%2f9%2f18%2fgildersleevestiles_tylerDJR13266_mSdFb.JPG&width=80&type=webp&quality=90
0,Jada Hunter,Saint Mary's Gaels,G,5-10,Jr.,"Vallejo, CA",FreeAgent,276.0,16.24,26.0,41.0,17.0,23.53,5.12,0.369,2.53,2.12,2.12,0.18,0.24,1.0,1.47,2.47,1.71,4.94,7.0,0.41,36.0,2.12,400.0,87.0,43.0,36.0,36.0,3.0,42.0,29.0,84.0,4.0,17.0,25.0,36.0,2.12,10.0,Laney College,jada hunter,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Jada_Hunter.png?width=80&quality=90
2,Amy Kurkowski,Saint Mary's Gaels,G,6-1,So.,"Melbourne, Australia",UserTeam3,116.0,6.82,60.0,93.0,17.0,11.06,2.29,0.453,1.65,0.65,0.41,0.24,0.41,1.35,0.59,0.76,0.65,1.88,14.0,0.82,14.0,0.82,188.0,39.0,28.0,11.0,7.0,4.0,13.0,11.0,32.0,7.0,23.0,10.0,11.0,0.65,10.0,,amy kurkowski,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Amy_Kurkowski.png?width=80&quality=90
3,Mauriana Hashemian-Orr,Saint Mary's Gaels,G,5-7,So.,"Portland, OR",FreeAgent,310.0,18.24,21.0,35.0,17.0,20.29,5.06,0.485,2.94,2.76,1.41,0.18,0.0,0.35,1.18,2.24,1.94,4.0,9.0,0.53,41.0,2.41,345.0,86.0,50.0,47.0,24.0,3.0,38.0,33.0,68.0,0.0,6.0,20.0,31.0,1.82,10.0,,mauriana hashemian-orr,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/17/MHO.jpg?width=80&quality=90
4,Charlece Ohiaeri,Saint Mary's Gaels,G,6-1,Jr.,"Las Vegas, NV",FreeAgent,91.0,5.35,65.0,104.0,17.0,11.12,2.47,0.333,1.76,0.35,0.59,0.06,0.12,1.18,0.24,0.65,1.06,3.35,10.0,0.59,20.0,1.18,189.0,42.0,30.0,6.0,10.0,1.0,11.0,18.0,57.0,2.0,20.0,4.0,8.0,0.47,10.0,Depaul,charlece ohiaeri,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Charlece_Ohiaeri_Summer_Headshot.png?width=80&quality=90
5,Abigail Shoff,Saint Mary's Gaels,F,6-0,Jr.,"Redding, CA",FreeAgent,212.0,12.47,18.0,63.0,17.0,20.76,6.53,0.425,3.18,0.76,0.59,0.06,0.53,2.06,0.82,1.12,2.59,6.71,16.0,0.94,38.0,2.24,353.0,111.0,54.0,13.0,10.0,1.0,19.0,44.0,114.0,9.0,35.0,14.0,20.0,1.18,10.0,Long Beach State,abigail shoff,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Abigail_Shoff.png?width=80&quality=90
7,Edie Clarke,Saint Mary's Gaels,F,6-4,So.,"Melbourne, Australia",UserTeam5,499.0,29.35,4.0,11.0,17.0,24.0,8.0,0.603,5.53,1.82,2.29,1.06,0.18,0.59,0.76,2.53,3.53,6.0,41.0,2.41,53.0,3.12,408.0,136.0,94.0,31.0,39.0,18.0,43.0,60.0,102.0,3.0,10.0,13.0,21.0,1.24,10.0,,edie clarke,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Edie_Clarke.png?width=80&quality=90
8,Emily Foy,Saint Mary's Gaels,G,6-1,Jr.,"Newcastle, Australia",FreeAgent,224.0,13.18,39.0,60.0,17.0,21.53,7.41,0.513,2.59,1.35,0.24,0.12,0.82,2.76,0.59,1.76,3.0,6.65,9.0,0.53,35.0,2.06,366.0,126.0,44.0,23.0,4.0,2.0,30.0,51.0,113.0,14.0,47.0,10.0,14.0,0.82,10.0,,emily foy,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Emily_Foy.png?width=80&quality=90
10,Georgia Grigoropoulou,Saint Mary's Gaels,F,6-3,Sr.,"Athens, Greece",FreeAgent,96.0,5.65,28.5,100.5,17.0,7.0,2.59,0.472,1.71,0.35,0.24,0.12,0.0,0.0,0.59,0.82,1.0,2.12,10.0,0.59,19.0,1.12,119.0,44.0,29.0,6.0,4.0,2.0,14.0,17.0,36.0,0.0,0.0,10.0,19.0,1.12,10.0,Santa Clara,georgia grigoropoulou,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Georgia_Grigoropoulou_Summer_Headshot.png?width=80&quality=90
11,Coco Urlacher,Saint Mary's Gaels,G,5-10,Fr.,"Palatine, IL",FreeAgent,-5.0,-1.0,99.0,161.0,5.0,5.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,1.0,0.0,0.4,0.0,1.0,3.0,0.6,1.0,0.2,26.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,,coco urlacher,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Coco_Urlacher_Summer_Headshot.png?width=80&quality=90
13,Malia Latu,Saint Mary's Gaels,G,5-8,Gr.,"East Palo Alto, CA",UserTeam6,204.0,12.0,41.0,65.0,17.0,21.82,5.76,0.36,2.65,2.06,0.94,0.06,0.12,0.65,1.06,2.82,2.29,6.53,17.0,1.0,28.0,1.65,371.0,98.0,45.0,35.0,16.0,1.0,48.0,39.0,111.0,2.0,11.0,18.0,21.0,1.24,10.0,Santa Clara,malia latu,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Malia_Latu_Summer_Headshot.png?width=80&quality=90
22,Melesungu Afeaki,Saint Mary's Gaels,F,6-2,Sr.,"San Bruno, CA",FreeAgent,93.0,5.47,30.0,103.0,17.0,8.88,2.65,0.447,1.18,0.41,0.0,0.18,0.0,0.06,0.65,0.65,1.0,2.24,9.0,0.53,11.0,0.65,151.0,45.0,20.0,7.0,0.0,3.0,11.0,17.0,38.0,0.0,1.0,11.0,14.0,0.82,10.0,University of San Diego,melesungu afeaki,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Melesungu_Afeaki.png?width=80&quality=90
23,Addi Wedin,Saint Mary's Gaels,G,5-10,R-Jr.,"Happy Valley, OR",FreeAgent,290.0,17.06,24.0,39.0,17.0,24.35,8.41,0.504,2.94,1.0,0.94,0.12,1.18,2.94,1.71,1.59,2.76,6.65,15.0,0.88,35.0,2.06,414.0,143.0,50.0,17.0,16.0,2.0,27.0,47.0,113.0,20.0,50.0,29.0,32.0,1.88,10.0,,addi wedin,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/17/AW.jpg?width=80&quality=90
24,Colleena Bryant,Saint Mary's Gaels,G,5-7,Fr.,"Detroit, MI",FreeAgent,0.0,0.0,94.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,colleena bryant,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Colleena_Bryant_Summer_Headshot.png?width=80&quality=90
33,Ella Wedin,Saint Mary's Gaels,G,6-1,R-So.,"Happy Valley, OR",FreeAgent,69.0,4.93,68.0,111.0,14.0,8.57,2.71,0.528,0.86,0.21,0.21,0.0,0.86,2.36,0.0,0.29,0.93,2.57,3.0,0.21,9.0,0.64,120.0,38.0,12.0,3.0,3.0,0.0,4.0,13.0,36.0,12.0,33.0,0.0,0.0,0.0,9.0,LMU,ella wedin,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Ella_Wedin.png?width=80&quality=90
2,Mali Ennis,Pacific Tigers,G,5-10,Sr.,"Burlingame, CA",FreeAgent,30.0,6.0,81.0,128.0,5.0,6.6,3.0,0.5,1.0,0.6,0.2,0.0,0.6,1.6,0.0,0.6,1.2,3.0,3.0,0.6,2.0,0.4,33.0,15.0,5.0,3.0,1.0,0.0,3.0,6.0,15.0,3.0,8.0,0.0,0.0,0.0,2.0,Saint Mary's College,mali ennis,https://pacifictigers.com/images/2025/10/20/Mali_Ennis.png?width=80&quality=90
3,Hannah Burg,Pacific Tigers,G,5-6,Sr.,"Colorado Springs, CO",FreeAgent,61.0,5.55,73.0,117.0,11.0,6.64,1.45,0.467,1.36,1.09,0.36,0.0,0.18,0.73,0.18,0.91,0.55,1.36,4.0,0.36,11.0,1.0,73.0,16.0,15.0,12.0,4.0,0.0,10.0,6.0,15.0,2.0,8.0,2.0,2.0,0.18,4.0,Augustana (SD),hannah burg,https://pacifictigers.com/images/2025/10/20/Hannah_Burg.png?width=80&quality=90
5,Stella Szabo,Pacific Tigers,G,5-11,R-So.,"Stockholm, Sweden",UserTeam2,171.0,11.4,50.0,78.0,15.0,22.4,4.33,0.536,2.67,1.13,0.73,0.07,1.07,2.67,0.33,1.07,1.47,3.73,14.0,0.93,26.0,1.73,336.0,65.0,40.0,17.0,11.0,1.0,16.0,22.0,56.0,16.0,40.0,5.0,12.0,0.8,7.0,Luleaa Gymnasieskola,stella szabo,https://pacifictigers.com/images/2025/10/20/Stella_Szabo.png?width=80&quality=90
7,Liv Yergensen,Pacific Tigers,G,5-11,Fr.,"El Dorado Hills, CA",FreeAgent,101.0,7.21,63.5,98.5,14.0,20.71,4.93,0.357,1.86,1.43,0.36,0.21,0.5,2.57,1.71,2.0,1.36,4.5,5.0,0.36,21.0,1.5,290.0,69.0,26.0,20.0,5.0,3.0,28.0,19.0,63.0,7.0,36.0,24.0,30.0,2.14,7.0,Oak Ridge HS,liv yergensen,https://pacifictigers.com/images/2025/10/20/Liv_Yergensen.png?width=80&quality=90
8,Sophia Mindermann,Pacific Tigers,G,5-10,Fr.,"Folsom, CA",FreeAgent,152.0,10.13,54.0,83.0,15.0,16.13,6.67,0.511,1.2,0.73,0.6,0.0,1.73,4.93,0.53,1.0,2.2,6.0,2.0,0.13,16.0,1.07,242.0,100.0,18.0,11.0,9.0,0.0,15.0,33.0,90.0,26.0,74.0,8.0,11.0,0.73,7.0,Folsom HS,sophia mindermann,https://pacifictigers.com/images/2025/10/20/Sophia_Mindermann.png?width=80&quality=90
9,Marina Radocaj,Pacific Tigers,G/F,6-3,Jr.,"Richmond, Canada",FreeAgent,253.0,16.87,2.0,49.5,15.0,19.67,4.93,0.5,4.8,1.2,0.67,1.33,0.0,0.07,0.27,2.27,2.33,4.67,23.0,1.53,49.0,3.27,295.0,74.0,72.0,18.0,10.0,20.0,34.0,35.0,70.0,0.0,1.0,4.0,14.0,0.93,7.0,Arizona State / R.A. McMath Secondary School,marina radocaj,https://pacifictigers.com/images/2025/10/20/Marina_Radocaj.png?width=80&quality=90
10,Sydney Ward,Pacific Tigers,G/F,6-0,Sr.,"Houston, TX",UserTeam4,413.0,27.53,1.0,21.0,15.0,25.47,10.27,0.54,5.6,1.67,1.07,1.13,0.67,1.8,3.07,2.2,3.27,6.67,27.0,1.8,57.0,3.8,382.0,154.0,84.0,25.0,16.0,17.0,33.0,49.0,100.0,10.0,27.0,46.0,55.0,3.67,7.0,The Village,sydney ward,https://pacifictigers.com/images/2025/10/20/Sydney_Ward.png?width=80&quality=90
11,Luisa Anderegg,Pacific Tigers,F,6-2,Sr.,"Cologne, Germany",UserTeam4,136.0,9.07,23.0,87.0,15.0,11.27,4.13,0.472,1.93,0.73,0.33,0.13,0.8,2.4,0.8,0.67,1.27,3.53,12.0,0.8,17.0,1.13,169.0,62.0,29.0,11.0,5.0,2.0,10.0,19.0,53.0,12.0,36.0,12.0,13.0,0.87,7.0,Midland College,luisa anderegg,https://pacifictigers.com/images/2025/10/20/Luisa_Anderegg.png?width=80&quality=90
15,Nyah Lowery,Pacific Tigers,G,5-11,Jr.,"Sacramento, CA",FreeAgent,240.0,16.0,37.0,57.0,15.0,21.33,7.33,0.5,3.8,1.13,1.07,0.13,1.27,3.6,0.47,1.67,2.8,6.87,14.0,0.93,43.0,2.87,320.0,110.0,57.0,17.0,16.0,2.0,25.0,42.0,103.0,19.0,54.0,7.0,11.0,0.73,7.0,Saint Mary's,nyah lowery,https://pacifictigers.com/images/2025/10/20/Nyah_Lowery.png?width=80&quality=90
21,Daria Nestorov,Pacific Tigers,G,5-4,So.,"Zrenjanin, Serbia",UserTeam6,390.0,26.0,13.5,22.5,15.0,29.27,9.87,0.454,3.13,4.73,1.33,0.07,1.27,4.07,1.27,3.0,3.67,9.47,6.0,0.4,41.0,2.73,439.0,148.0,47.0,71.0,20.0,1.0,45.0,55.0,142.0,19.0,61.0,19.0,24.0,1.6,7.0,Gymnasium Kraljevo,daria nestorov,https://pacifictigers.com/images/2025/10/20/Daria_Nestorov.png?width=80&quality=90
23,Kenlee Durrill,Pacific Tigers,G,5-10,R-So.,"Denver, CO",FreeAgent,2.0,0.67,87.0,144.0,3.0,7.67,0.67,0.0,1.0,1.0,0.0,0.0,0.0,1.33,0.67,0.67,0.0,2.0,0.0,0.0,3.0,1.0,23.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,2.0,2.0,0.67,2.0,Flat Irons,kenlee durrill,https://pacifictigers.com/images/2025/10/20/Kenlee_Durrill.png?width=80&quality=90
24,LaMiracle Lebon,Pacific Tigers,F,6-3,Fr.,"Columbus, MS",UserTeam3,25.0,8.33,41.0,134.0,3.0,12.33,1.67,0.2,2.67,0.67,0.67,0.33,0.0,0.0,1.0,0.67,0.33,1.67,6.0,2.0,2.0,0.67,37.0,5.0,8.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,3.0,4.0,1.33,2.0,Vanden HS,lamiracle lebon,https://pacifictigers.com/images/2025/10/20/LaMiracle_Lebon.png?width=80&quality=90
25,Winner Bartholomew,Pacific Tigers,F,6-1,So.,"Abuja, Nigeria",FreeAgent,361.0,24.07,9.0,27.0,15.0,23.07,12.47,0.455,5.47,0.87,0.73,0.0,0.07,0.13,2.27,1.53,5.07,11.2,35.0,2.33,47.0,3.13,346.0,187.0,82.0,13.0,11.0,0.0,23.0,76.0,168.0,1.0,2.0,34.0,47.0,3.13,7.0,Rider,winner bartholomew,https://pacifictigers.com/images/2025/10/20/Winner_Bartholomew.png?width=80&quality=90
32,Tyla Fautua,Pacific Tigers,F,6-0,So.,"Brisbane, Australia",FreeAgent,10.0,3.33,45.5,141.5,3.0,5.0,0.0,0.0,1.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.33,15.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,Southern Districts Spartans,tyla fautua,https://pacifictigers.com/images/2025/10/20/Tyla_Fautua.png?width=80&quality=90
2,Mara Neira,San Francisco Dons,G,5-9,Gr.,"Baiona, Spain",UserTeam6,253.0,16.87,32.0,49.5,15.0,22.0,7.93,0.435,4.07,1.8,1.47,0.0,1.73,5.93,0.33,1.93,2.93,8.73,6.0,0.4,55.0,3.67,330.0,119.0,61.0,27.0,22.0,0.0,29.0,44.0,131.0,26.0,89.0,5.0,5.0,0.33,10.0,Presbyterian/Appalachian State,mara neira,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/2_Mara_Neira_Headshot.jpg?width=80&quality=90
3,Noelia Mourino,San Francisco Dons,F,6-2,Fr.,"O Porrino, Spain",FreeAgent,0.0,0.0,49.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segle XXI Barcelona,noelia mourino,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/3_Noelia_Mourino_Headshot.jpg?width=80&quality=90
4,Meghan McIntyre,San Francisco Dons,G,5-6,Gr.,"Garden Grove, Calif.",UserTeam6,274.0,18.27,27.0,43.0,15.0,20.2,5.0,0.508,4.13,2.13,1.33,0.0,0.47,1.73,0.67,1.4,1.93,4.27,13.0,0.87,49.0,3.27,303.0,75.0,62.0,32.0,20.0,0.0,21.0,29.0,64.0,7.0,26.0,10.0,16.0,1.07,10.0,Southern Oregon/Orange Coast CC/Golden West CC,meghan mcintyre,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/4_Meghan_McIntyre_Headshot.jpg?width=80&quality=90
7,Nevaeh Ferrara Horne,San Francisco Dons,F,6-2,Jr.,"Regina, Saskatchewan, Canada",FreeAgent,76.0,5.85,33.0,109.0,13.0,10.38,2.23,0.5,1.77,0.23,0.31,0.38,0.15,0.31,0.38,1.15,0.85,1.85,7.0,0.54,16.0,1.23,135.0,29.0,23.0,3.0,4.0,5.0,15.0,11.0,24.0,2.0,4.0,5.0,7.0,0.54,9.0,North Dakota,nevaeh ferrara horne,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/7_Nevaeh_Ferrera_Horne_Headshot.jpg?width=80&quality=90
9,Aina Cargol,San Francisco Dons,G,5-9,Fr.,"Olot, Spain",UserTeam6,378.0,25.2,16.0,25.0,15.0,30.33,9.67,0.523,2.87,4.4,0.93,0.13,1.33,3.07,2.07,2.93,3.13,7.27,7.0,0.47,36.0,2.4,455.0,145.0,43.0,66.0,14.0,2.0,44.0,47.0,109.0,20.0,46.0,31.0,44.0,2.93,10.0,Spar Girona,aina cargol,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/9_Aina_Cargol_Headshot.jpg?width=80&quality=90
