#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,efg%,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,didWin_sum,Previous School,clean_name,ImageURL
10,Amy Pateman,San Francisco Dons,G,5-8,Fr.,"Auckland, New Zealand",FreeAgent,27.0,3.86,84.0,132.0,7.0,7.0,1.86,0.429,0.71,0.43,0.29,0.0,0.29,1.29,0.14,0.43,0.71,2.0,1.0,0.14,4.0,0.57,49.0,13.0,5.0,3.0,2.0,0.0,3.0,5.0,14.0,2.0,9.0,1.0,2.0,0.29,3.0,Westlake Girls High School,amy pateman,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/10_Amy_Pateman_Headshot.jpg?width=80&quality=90
12,Natasa Tausova,San Francisco Dons,F,6-3,Fr.,"Poprad, Slovakia",FreeAgent,185.0,12.33,19.0,71.5,15.0,23.33,6.87,0.457,3.13,1.07,1.07,0.2,0.87,3.4,0.53,2.27,2.73,6.93,13.0,0.87,34.0,2.27,350.0,103.0,47.0,16.0,16.0,3.0,34.0,41.0,104.0,13.0,51.0,8.0,17.0,1.13,10.0,Piestanske Cajky,natasa tausova,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/12_Natasa_Tausova_Headshot.jpg?width=80&quality=90
14,Michelle Ugwah,San Francisco Dons,F,6-1,R-So.,"Cork, Ireland",UserTeam3,67.0,13.4,35.0,112.0,5.0,15.8,4.2,0.37,3.0,1.2,1.0,0.8,0.0,0.0,0.2,1.8,2.0,5.4,3.0,0.6,12.0,2.4,79.0,21.0,15.0,6.0,5.0,4.0,9.0,10.0,27.0,0.0,0.0,1.0,3.0,0.6,3.0,Morehead State,michelle ugwah,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/14_Michelle_Ugwah_Headshot.jpg?width=80&quality=90
21,Olivia Williams,San Francisco Dons,G,6-1,R-Sr.,"South San Francisco, Calif.",FreeAgent,62.0,8.86,71.5,115.5,7.0,9.0,3.14,0.342,1.57,0.29,0.43,0.57,0.14,0.57,1.29,0.43,0.86,2.71,3.0,0.43,8.0,1.14,63.0,22.0,11.0,2.0,3.0,4.0,3.0,6.0,19.0,1.0,4.0,9.0,10.0,1.43,5.0,UC Irvine,olivia williams,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/21_Olivia_Williams_Headshot.jpg?width=80&quality=90
22,Paula Tirado,San Francisco Dons,G,5-7,R-So.,"Mataro, Spain",UserTeam5,200.0,13.33,43.0,67.0,15.0,18.53,5.2,0.507,1.8,1.27,1.07,0.0,0.73,1.93,0.47,1.33,2.0,4.67,4.0,0.27,23.0,1.53,278.0,78.0,27.0,19.0,16.0,0.0,20.0,30.0,70.0,11.0,29.0,7.0,9.0,0.6,10.0,IES Damia Campeny,paula tirado,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/22_Paula_Tirado_Headshot.jpg?width=80&quality=90
23,Candy Edokpaigbe,San Francisco Dons,G,6-0,So.,"Naples, Italy",UserTeam4,509.0,33.93,7.0,10.0,15.0,31.27,16.27,0.522,4.8,1.6,1.47,1.0,0.6,2.53,3.67,2.8,6.0,12.07,31.0,2.07,41.0,2.73,469.0,244.0,72.0,24.0,22.0,15.0,42.0,90.0,181.0,9.0,38.0,55.0,70.0,4.67,10.0,Seattle U,candy edokpaigbe,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/23_Candy_Edkopaigbe_Headshot.jpg?width=80&quality=90
24,Sol Castro,San Francisco Dons,F,6-1,Gr.,"Rio Colorado, Argentina",FreeAgent,109.0,10.9,26.0,96.0,10.0,14.0,5.5,0.385,4.4,0.8,0.2,0.2,0.0,0.0,1.5,1.5,2.0,5.2,21.0,2.1,23.0,2.3,140.0,55.0,44.0,8.0,2.0,2.0,15.0,20.0,52.0,0.0,0.0,15.0,26.0,2.6,7.0,Robert Morris,sol castro,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/24_Sol_Castro_Headshot.jpg?width=80&quality=90
32,Sophia Priestley,San Francisco Dons,F,6-2,Fr.,"Oslo, Norway",UserTeam1,36.0,4.5,37.0,123.0,8.0,5.75,1.12,0.6,1.25,0.38,0.12,0.0,0.0,0.12,0.38,0.12,0.38,0.62,1.0,0.12,9.0,1.12,46.0,9.0,10.0,3.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,4.0,0.5,4.0,Ullern IF Oslo,sophia priestley,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/32_Sophia_Priestley_Headshot.jpg?width=80&quality=90
1,Malvina Haziri,Washington State Cougars,G,5-9,Fr.,"Vushtrria, Kosovo",FreeAgent,33.0,2.2,79.0,126.0,15.0,12.73,2.07,0.298,1.07,0.8,0.33,0.0,0.6,2.87,0.0,0.8,0.73,3.47,4.0,0.27,12.0,0.8,191.0,31.0,16.0,12.0,5.0,0.0,12.0,11.0,52.0,9.0,43.0,0.0,0.0,0.0,2.0,KBF Prishtina,malvina haziri,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Haziri__Malvina.png?width=80&quality=90
2,Eleonora Villa,Washington State Cougars,G,5-8,Jr.,"Lissone, Italy",UserTeam4,477.0,29.81,9.0,14.0,16.0,34.81,17.12,0.502,2.19,2.88,1.12,0.25,1.44,5.19,2.44,2.88,6.62,14.62,4.0,0.25,31.0,1.94,557.0,274.0,35.0,46.0,18.0,4.0,46.0,106.0,234.0,23.0,83.0,39.0,51.0,3.19,2.0,Costa Masnaga,eleonora villa,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Villa__Eleonora.png?width=80&quality=90
5,Jean Chiu,Washington State Cougars,G,5-7,Sr.,"Taipei, Taiwan",FreeAgent,45.0,3.0,76.0,120.0,15.0,8.2,0.93,0.542,0.47,0.33,0.4,0.0,0.07,0.4,0.07,0.4,0.4,0.8,0.0,0.0,7.0,0.47,123.0,14.0,7.0,5.0,6.0,0.0,6.0,6.0,12.0,1.0,6.0,1.0,2.0,0.13,1.0,University of Taipei,jean chiu,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chiu__Jean.png?width=80&quality=90
6,Tahara Magassa,Washington State Cougars,F,6-4,Fr.,"Paris, France",FreeAgent,0.0,0.0,49.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint-Amand Hainut,tahara magassa,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/wsu.sidearmsports.com/images/responsive_2020/logo_main.svg
8,Mackenzie Chatfield,Washington State Cougars,G,5-9,Jr.,"Auckland, New Zealand",FreeAgent,154.0,9.62,52.5,81.5,16.0,22.19,2.31,0.275,3.12,2.31,0.69,0.06,0.0,0.06,0.56,2.0,0.88,3.19,15.0,0.94,35.0,2.19,355.0,37.0,50.0,37.0,11.0,1.0,32.0,14.0,51.0,0.0,1.0,9.0,13.0,0.81,2.0,Western Kentucky,mackenzie chatfield,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chatfield__Mackenzie.png?width=80&quality=90
9,Tanja Valancic,Washington State Cougars,F,6-0,Fr.,"Ljubljana, Slovenia",FreeAgent,130.0,8.12,24.0,89.5,16.0,20.5,3.12,0.377,3.31,1.38,0.88,0.0,0.31,1.75,0.44,1.75,1.19,3.56,14.0,0.88,39.0,2.44,328.0,50.0,53.0,22.0,14.0,0.0,28.0,19.0,57.0,5.0,28.0,7.0,12.0,0.75,2.0,Akson Ilirija,tanja valancic,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Valancic__Tanja.png?width=80&quality=90
10,Charlotte Abraham,Washington State Cougars,G,6-0,So.,"Cambrai, France",FreeAgent,302.0,18.88,23.0,37.0,16.0,27.44,10.69,0.483,6.69,1.69,0.5,0.12,1.75,5.44,1.81,2.75,3.56,9.19,24.0,1.5,83.0,5.19,439.0,171.0,107.0,27.0,8.0,2.0,44.0,57.0,147.0,28.0,87.0,29.0,35.0,2.19,2.0,Lycee Marguerite de Flandre,charlotte abraham,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Abraham__Charlotte.png?width=80&quality=90
12,Marta Alsina,Washington State Cougars,G,5-11,So.,"Barcelona, Spain",FreeAgent,133.0,8.31,57.0,88.0,16.0,19.25,2.44,0.333,2.88,1.44,0.94,0.25,0.25,1.44,0.44,1.81,0.88,3.0,5.0,0.31,41.0,2.56,308.0,39.0,46.0,23.0,15.0,4.0,29.0,14.0,48.0,4.0,23.0,7.0,11.0,0.69,2.0,Institut Joaquim Blume,marta alsina,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Alsina__Marta.png?width=80&quality=90
15,Keandra Koorits,Washington State Cougars,G/F,6-2,R-Fr.,"Tallinn, Estonia",FreeAgent,174.0,10.88,3.0,76.0,16.0,19.31,6.88,0.382,2.69,0.81,0.56,0.25,0.62,3.5,1.0,1.06,2.62,7.69,17.0,1.06,26.0,1.62,309.0,110.0,43.0,13.0,9.0,4.0,17.0,42.0,123.0,10.0,56.0,16.0,19.0,1.19,2.0,Audentes Sports Gymnasium,keandra koorits,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Koorits__Keandra.png?width=80&quality=90
25,Lauren Glazier,Washington State Cougars,F,6-4,Sr.,"North Bend, Wash.",FreeAgent,72.0,9.0,34.0,110.0,8.0,9.25,4.12,0.471,2.0,0.5,0.25,0.38,0.25,0.75,0.12,0.88,1.88,4.25,5.0,0.62,11.0,1.38,74.0,33.0,16.0,4.0,2.0,3.0,7.0,15.0,34.0,2.0,6.0,1.0,1.0,0.12,1.0,Mount Si HS,lauren glazier,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Glazier__Lauren.png?width=80&quality=90
33,Alex Covill,Washington State Cougars,C,6-6,Jr.,"Missoula, Mont.",UserTeam4,13.0,4.33,6.0,140.0,3.0,17.33,4.0,0.353,3.33,0.67,0.33,1.0,0.0,0.0,0.0,4.0,2.0,5.67,5.0,1.67,5.0,1.67,52.0,12.0,10.0,2.0,1.0,3.0,12.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,Missoula Hellgate HS,alex covill,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Covill__Alex.png?width=80&quality=90
55,Malia Ruud,Washington State Cougars,F,6-2,Fr.,"Pasco, Wash.",UserTeam5,356.0,22.25,10.0,28.0,16.0,29.0,10.5,0.531,3.62,1.12,0.81,0.69,1.06,2.69,0.81,1.75,4.31,9.12,27.0,1.69,31.0,1.94,464.0,168.0,58.0,18.0,13.0,11.0,28.0,69.0,146.0,17.0,43.0,13.0,21.0,1.31,2.0,Chiawana HS,malia ruud,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Ruud__Malia.png?width=80&quality=90
0,Goundo Diakite Bayo,Portland Pilots,F,6-1,Fr.,"Barcelona, Spain",FreeAgent,0.0,0.0,49.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IES Carles Vallbona,goundo diakite bayo,https://portlandpilots.com/images/2025/10/15/Diakite_Goundoba26web.JPG?width=80&quality=90
2,Dyani Ananiev,Portland Pilots,G,6-2,R-So.,"St. Andrews, Australia",UserTeam6,475.0,31.67,10.0,15.0,15.0,26.0,11.13,0.55,4.07,2.33,2.87,0.53,2.0,5.13,0.87,2.47,4.13,9.33,17.0,1.13,44.0,2.93,390.0,167.0,61.0,35.0,43.0,8.0,37.0,62.0,140.0,30.0,77.0,13.0,14.0,0.93,9.0,Wyndham,dyani ananiev,https://portlandpilots.com/images/2025/10/15/Ananiev_Dyani26web.JPG?width=80&quality=90
3,Florence Dallow,Portland Pilots,G,6-2,R-So.,"Auckland, New Zealand",UserTeam2,303.0,20.2,22.0,36.0,15.0,21.2,8.8,0.516,4.4,1.67,1.07,0.27,0.73,2.2,2.47,2.4,2.8,6.13,25.0,1.67,41.0,2.73,318.0,132.0,66.0,25.0,16.0,4.0,36.0,42.0,92.0,11.0,33.0,37.0,43.0,2.87,9.0,Epsom Girls Grammar School,florence dallow,https://portlandpilots.com/images/2025/10/15/Dallow_Florence26web.JPG?width=80&quality=90
5,Aubrey Herrin,Portland Pilots,G,6-1,Fr.,"Kennewick, WA",FreeAgent,83.0,27.67,67.0,107.0,3.0,18.0,6.0,0.75,4.67,2.0,1.33,1.33,0.33,0.33,1.0,1.33,2.33,3.33,3.0,1.0,11.0,3.67,54.0,18.0,14.0,6.0,4.0,4.0,4.0,7.0,10.0,1.0,1.0,3.0,3.0,1.0,2.0,Kamiakin HS,aubrey herrin,https://portlandpilots.com/images/2025/10/15/Herrin_Aubrey26web.JPG?width=80&quality=90
7,Tiffany Barbosa,Portland Pilots,G,5-10,So.,"Stockholm, Sweden",FreeAgent,202.0,12.62,42.0,66.0,16.0,17.06,4.62,0.545,2.25,1.12,1.19,0.12,0.44,1.69,0.81,1.56,1.69,3.5,14.0,0.88,22.0,1.38,273.0,74.0,36.0,18.0,19.0,2.0,25.0,27.0,56.0,7.0,27.0,13.0,19.0,1.19,9.0,RIG Lulea,tiffany barbosa,https://portlandpilots.com/images/2025/10/15/Barbosa_Tiffany26web.jpg?width=80&quality=90
9,Jada Kennedy,Portland Pilots,C,6-5,Fr.,"Melbourne, Australia",FreeAgent,199.0,12.44,4.0,68.0,16.0,9.75,3.5,0.703,2.62,0.75,0.38,0.5,0.0,0.12,0.25,0.75,1.62,2.31,16.0,1.0,26.0,1.62,156.0,56.0,42.0,12.0,6.0,8.0,12.0,26.0,37.0,0.0,2.0,4.0,7.0,0.44,9.0,Siena College,jada kennedy,https://portlandpilots.com/images/2025/10/15/Kennedy_Jada26web.JPG?width=80&quality=90
10,Natalie Fraley,Portland Pilots,G,6-0,Sr.,"Kelso, WA",UserTeam2,191.0,12.73,45.0,70.0,15.0,17.4,4.47,0.417,1.93,1.73,0.8,0.2,0.47,1.73,0.8,1.13,1.6,4.4,7.0,0.47,22.0,1.47,261.0,67.0,29.0,26.0,12.0,3.0,17.0,24.0,66.0,7.0,26.0,12.0,18.0,1.2,8.0,Utah State / Kelso HS,natalie fraley,https://portlandpilots.com/images/2025/10/15/Fraley_Natalie26web.JPG?width=80&quality=90
12,Brynn Smith,Portland Pilots,G,6-0,Fr.,"Eugene, OR",FreeAgent,158.0,9.88,51.0,80.0,16.0,11.69,4.75,0.479,1.12,1.31,0.81,0.06,0.88,2.25,0.38,1.75,1.75,4.56,3.0,0.19,15.0,0.94,187.0,76.0,18.0,21.0,13.0,1.0,28.0,28.0,73.0,14.0,36.0,6.0,8.0,0.5,9.0,Willamette HS,brynn smith,https://portlandpilots.com/images/2025/10/15/Smith_Brynn26web.JPG?width=80&quality=90
14,Caitlin Monahan,Portland Pilots,G,5-10,R-Fr.,"Mercer Island, WA",FreeAgent,62.0,6.89,71.5,115.5,9.0,7.22,1.78,0.538,1.67,0.44,0.33,0.11,0.22,0.78,0.22,0.22,0.67,1.44,6.0,0.67,9.0,1.0,65.0,16.0,15.0,4.0,3.0,1.0,2.0,6.0,13.0,2.0,7.0,2.0,2.0,0.22,6.0,Mercer Island HS,caitlin monahan,https://portlandpilots.com/images/2025/10/15/Monahan_Caitlyn26web.JPG?width=80&quality=90
17,Nicole Anderson,Portland Pilots,G,5-8,Gr.,"Eastvale, CA",FreeAgent,149.0,9.31,56.0,86.0,16.0,17.06,6.94,0.476,1.94,1.0,0.31,0.12,1.62,5.19,0.69,1.69,2.31,6.56,3.0,0.19,28.0,1.75,273.0,111.0,31.0,16.0,5.0,2.0,27.0,37.0,105.0,26.0,83.0,11.0,13.0,0.81,9.0,LMU / SMU / Rosary Academy,nicole anderson,https://portlandpilots.com/images/2025/10/15/Rodriguez_Nicole26web.JPG?width=80&quality=90
20,Lainey Spear,Portland Pilots,F,6-2,Jr.,"Portland, OR",UserTeam3,365.0,22.81,8.0,26.0,16.0,22.69,8.0,0.49,4.12,2.19,1.69,0.12,0.06,0.56,1.69,1.94,3.12,6.44,21.0,1.31,45.0,2.81,363.0,128.0,66.0,35.0,27.0,2.0,31.0,50.0,103.0,1.0,9.0,27.0,49.0,3.06,9.0,Beaverton HS,lainey spear,https://portlandpilots.com/images/2025/10/15/Spear_Lainey26web.JPG?width=80&quality=90
22,Rhyan Mogel,Portland Pilots,G,5-10,Jr.,"Happy Valley, OR",UserTeam3,486.0,32.4,8.0,13.0,15.0,26.73,9.07,0.52,2.6,5.13,1.93,0.27,0.93,2.07,2.0,2.47,3.07,6.8,4.0,0.27,35.0,2.33,401.0,136.0,39.0,77.0,29.0,4.0,37.0,46.0,102.0,14.0,31.0,30.0,37.0,2.47,9.0,Clackamas HS,rhyan mogel,https://portlandpilots.com/images/2025/10/15/Mogel_Rhyan26web.JPG?width=80&quality=90
35,Camille Dake,Portland Pilots,G,6-0,Fr.,"Vista, CA",UserTeam2,0.0,0.0,94.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancho Buena Vista HS,camille dake,https://portlandpilots.com/images/2025/10/15/Dake_Camille26web.jpg?width=80&quality=90
42,Ella Zimmerman,Portland Pilots,F/C,6-4,So.,"Redondo Beach, CA",FreeAgent,95.0,5.94,1.0,102.0,16.0,7.69,2.31,0.385,1.56,0.06,0.06,0.5,0.0,0.06,0.44,0.38,0.94,2.44,9.0,0.56,16.0,1.0,123.0,37.0,25.0,1.0,1.0,8.0,6.0,15.0,39.0,0.0,1.0,7.0,10.0,0.62,9.0,Redondo Union HS,ella zimmerman,https://portlandpilots.com/images/2025/10/15/Zimmerman_Ella26web.JPG?width=80&quality=90
44,Julia Dalan,Portland Pilots,C/F,6-3,Fr.,"Centralia, WA",UserTeam5,440.0,27.5,1.0,17.0,16.0,21.0,8.12,0.415,5.62,0.5,0.5,3.44,0.0,0.25,1.12,1.62,3.5,8.44,33.0,2.06,57.0,3.56,336.0,130.0,90.0,8.0,8.0,55.0,26.0,56.0,135.0,0.0,4.0,18.0,24.0,1.5,9.0,W.F. West HS,julia dalan,https://portlandpilots.com/images/2025/10/15/Dalan_Julia26web.JPG?width=80&quality=90
0,Ysabella Von Seipler,San Diego Toreros,G,5-10,Fr.,"Rocklin, CA",FreeAgent,114.0,14.25,61.0,94.0,8.0,14.12,5.0,0.613,3.0,0.88,0.62,0.0,1.0,1.88,0.25,0.5,1.88,3.88,9.0,1.12,15.0,1.88,113.0,40.0,24.0,7.0,5.0,0.0,4.0,15.0,31.0,8.0,15.0,2.0,6.0,0.75,3.0,,ysabella von seipler,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=300
1,Dresha Moore,San Diego Toreros,F,6-0,So.,"Hawthorne, CA",FreeAgent,89.0,5.56,31.0,106.0,16.0,14.81,2.5,0.315,3.62,0.44,0.31,0.31,0.12,0.69,0.38,1.44,1.0,3.38,15.0,0.94,43.0,2.69,237.0,40.0,58.0,7.0,5.0,5.0,23.0,16.0,54.0,2.0,11.0,6.0,9.0,0.56,5.0,,dresha moore,https://usdtoreros.com/images/2025/10/15/Dresha_Moore_Headshot.png?width=80&quality=90
2,Ryanne Bahnsen-Price,San Diego Toreros,F,6-0,Fr.,"Erie, CO",UserTeam1,0.0,0.0,49.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ryanne bahnsen-price,https://usdtoreros.com/images/2025/10/15/Ryanne_Bahnsen-Price_Head_Shot.png?width=300
3,Lilly Amor,San Diego Toreros,G,5-11,So.,"Melbourne, Victoria, Australia",UserTeam5,127.0,7.47,59.0,91.0,17.0,19.59,3.18,0.443,0.88,1.0,0.71,0.18,0.82,2.88,0.0,0.76,1.18,3.59,1.0,0.06,14.0,0.82,333.0,54.0,15.0,17.0,12.0,3.0,13.0,20.0,61.0,14.0,49.0,0.0,2.0,0.12,6.0,,lilly amor,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=80&quality=90
4,Jessica Ajayi,San Diego Toreros,G,5-10,Fr.,"Kent, WA",FreeAgent,42.0,5.25,77.0,121.0,8.0,9.88,1.62,0.214,1.75,1.12,0.75,0.25,0.25,2.12,0.12,0.75,0.62,3.5,4.0,0.5,10.0,1.25,79.0,13.0,14.0,9.0,6.0,2.0,6.0,5.0,28.0,2.0,17.0,1.0,2.0,0.25,3.0,,jessica ajayi,https://usdtoreros.com/images/2025/10/15/Jessica_Ajayi_Head_Shot.png?width=80&quality=90
5,Lauren McCall,San Diego Toreros,G,5-6,Jr.,"Boise, ID",UserTeam4,0.0,0.0,94.0,153.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lauren mccall,https://usdtoreros.com/images/2025/10/15/Lauren_McCall_Head_Shot.png?width=80&quality=90
6,Kylie Ray,San Diego Toreros,G,5-8,So.,"La Crescenta, CA",UserTeam5,320.0,26.67,20.0,33.0,12.0,29.58,15.83,0.434,5.83,2.92,1.75,0.25,1.92,5.17,2.75,5.33,5.58,15.08,11.0,0.92,59.0,4.92,355.0,190.0,70.0,35.0,21.0,3.0,64.0,67.0,181.0,23.0,62.0,33.0,36.0,3.0,4.0,Utah,kylie ray,https://usdtoreros.com/images/2025/10/15/Kylie_Ray_Head_Shot.png?width=80&quality=90
10,Helen Holley,San Diego Toreros,F,6-1,So.,"Cleveland, OH",UserTeam6,163.0,9.59,21.0,79.0,17.0,19.18,2.94,0.333,4.53,0.53,0.88,0.59,0.12,0.82,0.71,1.53,1.06,3.35,36.0,2.12,41.0,2.41,326.0,50.0,77.0,9.0,15.0,10.0,26.0,18.0,57.0,2.0,14.0,12.0,25.0,1.47,6.0,Michigan State,helen holley,https://usdtoreros.com/images/2025/10/15/Helen_Holley_Head_Shot.png?width=80&quality=90
11,Malia Tharpe,San Diego Toreros,F,6-0,Jr.,"Cottesloe, Western Australia, Australia",FreeAgent,34.0,3.09,38.0,124.0,11.0,14.55,2.0,0.244,2.0,0.27,0.45,0.09,0.09,0.91,0.27,0.73,0.82,3.55,6.0,0.55,16.0,1.45,160.0,22.0,22.0,3.0,5.0,1.0,8.0,9.0,39.0,1.0,10.0,3.0,8.0,0.73,4.0,,malia tharpe,https://usdtoreros.com/images/2025/10/15/Malia_Tharpe_Head_Shot.png?width=80&quality=90
12,Erica Carr,San Diego Toreros,C,6-3,So.,"Grand Prairie, TX",FreeAgent,22.0,11.0,5.0,135.0,2.0,12.5,4.0,0.6,2.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,1.5,2.5,2.0,1.0,2.0,1.0,25.0,8.0,4.0,2.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,,erica carr,https://usdtoreros.com/images/2025/10/15/Erica_Carr_Headshot.png?width=80&quality=90
15,Eva Ruse,San Diego Toreros,F,6-2,So.,"North Vancouver, British Columbia, Canada",FreeAgent,241.0,14.18,16.0,55.5,17.0,17.47,5.35,0.5,4.88,0.47,0.53,0.71,0.06,0.29,1.41,1.35,1.94,3.94,40.0,2.35,43.0,2.53,297.0,91.0,83.0,8.0,9.0,12.0,23.0,33.0,67.0,1.0,5.0,24.0,44.0,2.59,6.0,,eva ruse,https://usdtoreros.com/images/2025/10/15/Eva_Ruse_Headshot.png?width=80&quality=90
19,Jayden Rhodes,San Diego Toreros,G,5-11,Sr.,"Keller, TX",UserTeam1,130.0,8.12,58.0,89.5,16.0,13.12,3.19,0.605,1.94,0.38,0.38,0.19,0.62,1.38,0.31,0.62,1.12,2.38,12.0,0.75,19.0,1.19,210.0,51.0,31.0,6.0,6.0,3.0,10.0,18.0,38.0,10.0,22.0,5.0,8.0,0.5,6.0,Morehead State,jayden rhodes,https://usdtoreros.com/images/2025/10/15/Jayden_Rhodes_Head_Shot.png?width=80&quality=90
20,Hallie Rhodes,San Diego Toreros,G,5-11,Sr.,"Keller, TX",FreeAgent,335.0,19.71,19.0,32.0,17.0,29.41,9.41,0.388,2.88,1.94,1.35,0.65,0.35,1.88,1.06,2.29,4.0,10.76,17.0,1.0,32.0,1.88,500.0,160.0,49.0,33.0,23.0,11.0,39.0,68.0,183.0,6.0,32.0,18.0,30.0,1.76,6.0,Morehead State,hallie rhodes,https://usdtoreros.com/images/2025/10/15/Hallie_Rhodes_Head_Shot.png?width=80&quality=90
22,Ayla Williams,San Diego Toreros,C,6-0,Fr.,"Las Vegas, NV",FreeAgent,227.0,13.35,2.0,59.0,17.0,16.06,4.12,0.349,6.12,0.59,0.41,0.82,0.0,0.0,2.35,1.24,0.88,2.53,44.0,2.59,60.0,3.53,273.0,70.0,104.0,10.0,7.0,14.0,21.0,15.0,43.0,0.0,0.0,40.0,64.0,3.76,6.0,,ayla williams,https://usdtoreros.com/images/2025/10/15/Ayla_Williams_Headshot.png?width=80&quality=90
24,Olivia Owens,San Diego Toreros,G,5-10,Fr.,"Columbus, OH",FreeAgent,273.0,16.06,28.0,44.5,17.0,28.94,9.59,0.344,4.35,2.24,1.71,0.12,1.06,4.71,1.94,3.41,3.29,11.12,17.0,1.0,57.0,3.35,492.0,163.0,74.0,38.0,29.0,2.0,58.0,56.0,189.0,18.0,80.0,33.0,41.0,2.41,6.0,,olivia owens,https://usdtoreros.com/images/2025/10/15/Olivia_Owens_Head_Shot.png?width=80&quality=90
