#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,efg%,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,didWin_sum,Previous School,clean_name,ImageURL
24,Colleena Bryant,Saint Mary's Gaels,G,5-7,Fr.,"Detroit, MI",FreeAgent,0.0,0.0,91.5,151.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,colleena bryant,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Colleena_Bryant_Summer_Headshot.png?width=80&quality=90
33,Ella Wedin,Saint Mary's Gaels,G,6-1,R-So.,"Happy Valley, OR",FreeAgent,52.0,5.2,70.0,114.0,10.0,7.8,2.9,0.518,0.6,0.3,0.3,0.0,0.9,2.5,0.0,0.4,1.0,2.8,2.0,0.2,4.0,0.4,78.0,29.0,6.0,3.0,3.0,0.0,4.0,10.0,28.0,9.0,25.0,0.0,0.0,0.0,8.0,LMU,ella wedin,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Ella_Wedin.png?width=80&quality=90
2,Mali Ennis,Pacific Tigers,G,5-10,Sr.,"Burlingame, CA",FreeAgent,28.0,7.0,78.0,125.0,4.0,7.0,3.75,0.5,1.0,0.5,0.25,0.0,0.75,2.0,0.0,0.5,1.5,3.75,3.0,0.75,1.0,0.25,28.0,15.0,4.0,2.0,1.0,0.0,2.0,6.0,15.0,3.0,8.0,0.0,0.0,0.0,2.0,Saint Mary's College,mali ennis,https://pacifictigers.com/images/2025/10/20/Mali_Ennis.png?width=80&quality=90
3,Hannah Burg,Pacific Tigers,G,5-6,Sr.,"Colorado Springs, CO",FreeAgent,45.0,5.0,72.0,116.0,9.0,6.22,1.22,0.375,1.44,1.11,0.44,0.0,0.11,0.67,0.22,1.11,0.44,1.33,3.0,0.33,10.0,1.11,56.0,11.0,13.0,10.0,4.0,0.0,10.0,4.0,12.0,1.0,6.0,2.0,2.0,0.22,4.0,Augustana (SD),hannah burg,https://pacifictigers.com/images/2025/10/20/Hannah_Burg.png?width=80&quality=90
5,Stella Szabo,Pacific Tigers,G,5-11,R-So.,"Stockholm, Sweden",UserTeam2,124.0,11.27,51.0,78.0,11.0,20.82,4.36,0.551,2.36,1.18,0.73,0.09,1.0,2.27,0.45,1.36,1.45,3.55,8.0,0.73,18.0,1.64,229.0,48.0,26.0,13.0,8.0,1.0,15.0,16.0,39.0,11.0,25.0,5.0,8.0,0.73,5.0,Luleaa Gymnasieskola,stella szabo,https://pacifictigers.com/images/2025/10/20/Stella_Szabo.png?width=80&quality=90
7,Liv Yergensen,Pacific Tigers,G,5-11,Fr.,"El Dorado Hills, CA",FreeAgent,62.0,6.2,67.0,110.5,10.0,21.6,4.8,0.324,2.2,1.4,0.3,0.3,0.5,2.7,1.5,2.3,1.4,5.1,5.0,0.5,17.0,1.7,216.0,48.0,22.0,14.0,3.0,3.0,23.0,14.0,51.0,5.0,27.0,15.0,18.0,1.8,5.0,Oak Ridge HS,liv yergensen,https://pacifictigers.com/images/2025/10/20/Liv_Yergensen.png?width=80&quality=90
8,Sophia Mindermann,Pacific Tigers,G,5-10,Fr.,"Folsom, CA",FreeAgent,119.0,10.82,55.0,83.0,11.0,17.18,6.64,0.5,1.45,0.82,0.82,0.0,1.82,5.27,0.27,1.09,2.27,6.36,2.0,0.18,14.0,1.27,189.0,73.0,16.0,9.0,9.0,0.0,12.0,25.0,70.0,20.0,58.0,3.0,5.0,0.45,5.0,Folsom HS,sophia mindermann,https://pacifictigers.com/images/2025/10/20/Sophia_Mindermann.png?width=80&quality=90
9,Marina Radocaj,Pacific Tigers,G/F,6-3,Jr.,"Richmond, Canada",FreeAgent,145.0,13.18,3.0,71.0,11.0,18.64,3.45,0.514,4.91,1.18,0.55,1.27,0.0,0.09,0.18,2.73,1.64,3.18,16.0,1.45,38.0,3.45,205.0,38.0,54.0,13.0,6.0,14.0,30.0,18.0,35.0,0.0,1.0,2.0,7.0,0.64,5.0,Arizona State / R.A. McMath Secondary School,marina radocaj,https://pacifictigers.com/images/2025/10/20/Marina_Radocaj.png?width=80&quality=90
10,Sydney Ward,Pacific Tigers,G/F,6-0,Sr.,"Houston, TX",UserTeam4,309.0,28.09,1.0,21.5,11.0,24.82,10.18,0.533,4.91,1.64,1.18,1.45,0.64,2.0,2.82,2.18,3.36,6.91,21.0,1.91,33.0,3.0,273.0,112.0,54.0,18.0,13.0,16.0,24.0,37.0,76.0,7.0,22.0,31.0,36.0,3.27,5.0,The Village,sydney ward,https://pacifictigers.com/images/2025/10/20/Sydney_Ward.png?width=80&quality=90
11,Luisa Anderegg,Pacific Tigers,F,6-2,Sr.,"Cologne, Germany",UserTeam4,118.0,10.73,21.0,84.0,11.0,12.18,4.91,0.5,2.09,0.82,0.27,0.18,0.91,2.55,1.09,0.64,1.45,3.82,9.0,0.82,14.0,1.27,134.0,54.0,23.0,9.0,3.0,2.0,7.0,16.0,42.0,10.0,28.0,12.0,13.0,1.18,5.0,Midland College,luisa anderegg,https://pacifictigers.com/images/2025/10/20/Luisa_Anderegg.png?width=80&quality=90
15,Nyah Lowery,Pacific Tigers,G,5-11,Jr.,"Sacramento, CA",FreeAgent,181.0,16.45,35.0,55.0,11.0,19.18,7.27,0.585,3.36,1.09,1.0,0.18,1.27,3.09,0.36,1.82,2.82,5.91,8.0,0.73,29.0,2.64,211.0,80.0,37.0,12.0,11.0,2.0,20.0,31.0,65.0,14.0,34.0,4.0,6.0,0.55,5.0,Saint Mary's,nyah lowery,https://pacifictigers.com/images/2025/10/20/Nyah_Lowery.png?width=80&quality=90
21,Daria Nestorov,Pacific Tigers,G,5-4,So.,"Zrenjanin, Serbia",UserTeam6,294.0,26.73,16.0,26.0,11.0,29.64,9.64,0.466,2.73,4.91,1.36,0.09,1.36,4.0,1.0,2.82,3.64,9.27,3.0,0.27,27.0,2.45,326.0,106.0,30.0,54.0,15.0,1.0,31.0,40.0,102.0,15.0,44.0,11.0,14.0,1.27,5.0,Gymnasium Kraljevo,daria nestorov,https://pacifictigers.com/images/2025/10/20/Daria_Nestorov.png?width=80&quality=90
23,Kenlee Durrill,Pacific Tigers,G,5-10,R-So.,"Denver, CO",FreeAgent,2.0,0.67,86.0,143.0,3.0,7.67,0.67,0.0,1.0,1.0,0.0,0.0,0.0,1.33,0.67,0.67,0.0,2.0,0.0,0.0,3.0,1.0,23.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,2.0,2.0,0.67,2.0,Flat Irons,kenlee durrill,https://pacifictigers.com/images/2025/10/20/Kenlee_Durrill.png?width=80&quality=90
24,LaMiracle Lebon,Pacific Tigers,F,6-3,Fr.,"Columbus, MS",UserTeam3,25.0,8.33,40.0,129.0,3.0,12.33,1.67,0.2,2.67,0.67,0.67,0.33,0.0,0.0,1.0,0.67,0.33,1.67,6.0,2.0,2.0,0.67,37.0,5.0,8.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,3.0,4.0,1.33,2.0,Vanden HS,lamiracle lebon,https://pacifictigers.com/images/2025/10/20/LaMiracle_Lebon.png?width=80&quality=90
25,Winner Bartholomew,Pacific Tigers,F,6-1,So.,"Abuja, Nigeria",FreeAgent,295.0,26.82,8.0,25.0,11.0,23.45,13.09,0.488,5.73,1.09,0.82,0.0,0.09,0.09,2.45,1.64,5.27,10.91,25.0,2.27,38.0,3.45,258.0,144.0,63.0,12.0,9.0,0.0,18.0,58.0,120.0,1.0,1.0,27.0,37.0,3.36,5.0,Rider,winner bartholomew,https://pacifictigers.com/images/2025/10/20/Winner_Bartholomew.png?width=80&quality=90
32,Tyla Fautua,Pacific Tigers,F,6-0,So.,"Brisbane, Australia",FreeAgent,10.0,3.33,45.5,138.5,3.0,5.0,0.0,0.0,1.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.33,15.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,Southern Districts Spartans,tyla fautua,https://pacifictigers.com/images/2025/10/20/Tyla_Fautua.png?width=80&quality=90
2,Mara Neira,San Francisco Dons,G,5-9,Gr.,"Baiona, Spain",UserTeam6,177.0,16.09,37.0,57.0,11.0,19.45,6.55,0.399,4.18,1.73,1.64,0.0,1.55,5.45,0.45,1.55,2.27,7.64,4.0,0.36,42.0,3.82,214.0,72.0,46.0,19.0,18.0,0.0,17.0,25.0,84.0,17.0,60.0,5.0,5.0,0.45,7.0,Presbyterian/Appalachian State,mara neira,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/2_Mara_Neira_Headshot.jpg?width=80&quality=90
3,Noelia Mourino,San Francisco Dons,F,6-2,Fr.,"O Porrino, Spain",FreeAgent,0.0,0.0,49.0,151.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segle XXI Barcelona,noelia mourino,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/3_Noelia_Mourino_Headshot.jpg?width=80&quality=90
4,Meghan McIntyre,San Francisco Dons,G,5-6,Gr.,"Garden Grove, Calif.",UserTeam6,209.0,19.0,30.0,47.0,11.0,22.0,6.0,0.518,4.0,2.36,1.18,0.0,0.64,2.09,0.82,1.64,2.27,5.0,9.0,0.82,35.0,3.18,242.0,66.0,44.0,26.0,13.0,0.0,18.0,25.0,55.0,7.0,23.0,9.0,15.0,1.36,7.0,Southern Oregon/Orange Coast CC/Golden West CC,meghan mcintyre,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/4_Meghan_McIntyre_Headshot.jpg?width=80&quality=90
7,Nevaeh Ferrara Horne,San Francisco Dons,F,6-2,Jr.,"Regina, Saskatchewan, Canada",FreeAgent,67.0,6.09,33.5,108.5,11.0,11.09,2.64,0.522,2.09,0.18,0.36,0.27,0.18,0.36,0.45,1.27,1.0,2.09,7.0,0.64,16.0,1.45,122.0,29.0,23.0,2.0,4.0,3.0,14.0,11.0,23.0,2.0,4.0,5.0,7.0,0.64,7.0,North Dakota,nevaeh ferrara horne,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/7_Nevaeh_Ferrera_Horne_Headshot.jpg?width=80&quality=90
9,Aina Cargol,San Francisco Dons,G,5-9,Fr.,"Olot, Spain",UserTeam6,256.0,23.27,17.0,29.0,11.0,27.91,8.36,0.536,2.73,4.09,1.0,0.18,1.18,2.91,1.55,2.73,2.82,6.36,6.0,0.55,24.0,2.18,307.0,92.0,30.0,45.0,11.0,2.0,30.0,31.0,70.0,13.0,32.0,17.0,24.0,2.18,7.0,Spar Girona,aina cargol,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/9_Aina_Cargol_Headshot.jpg?width=80&quality=90
10,Amy Pateman,San Francisco Dons,G,5-8,Fr.,"Auckland, New Zealand",FreeAgent,27.0,3.86,79.5,126.5,7.0,7.0,1.86,0.429,0.71,0.43,0.29,0.0,0.29,1.29,0.14,0.43,0.71,2.0,1.0,0.14,4.0,0.57,49.0,13.0,5.0,3.0,2.0,0.0,3.0,5.0,14.0,2.0,9.0,1.0,2.0,0.29,3.0,Westlake Girls High School,amy pateman,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/10_Amy_Pateman_Headshot.jpg?width=80&quality=90
12,Natasa Tausova,San Francisco Dons,F,6-3,Fr.,"Poprad, Slovakia",FreeAgent,108.0,9.82,24.0,91.0,11.0,21.82,5.73,0.384,3.27,0.91,1.18,0.18,0.73,3.55,0.64,2.09,2.18,6.64,11.0,1.0,25.0,2.27,240.0,63.0,36.0,10.0,13.0,2.0,23.0,24.0,73.0,8.0,39.0,7.0,14.0,1.27,7.0,Piestanske Cajky,natasa tausova,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/12_Natasa_Tausova_Headshot.jpg?width=80&quality=90
14,Michelle Ugwah,San Francisco Dons,F,6-1,R-So.,"Cork, Ireland",UserTeam3,67.0,13.4,33.5,108.5,5.0,15.8,4.2,0.37,3.0,1.2,1.0,0.8,0.0,0.0,0.2,1.8,2.0,5.4,3.0,0.6,12.0,2.4,79.0,21.0,15.0,6.0,5.0,4.0,9.0,10.0,27.0,0.0,0.0,1.0,3.0,0.6,3.0,Morehead State,michelle ugwah,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/14_Michelle_Ugwah_Headshot.jpg?width=80&quality=90
21,Olivia Williams,San Francisco Dons,G,6-1,R-Sr.,"South San Francisco, Calif.",FreeAgent,61.0,12.2,68.0,112.0,5.0,11.8,4.4,0.361,2.2,0.4,0.6,0.8,0.2,0.8,1.8,0.6,1.2,3.6,3.0,0.6,8.0,1.6,59.0,22.0,11.0,2.0,3.0,4.0,3.0,6.0,18.0,1.0,4.0,9.0,10.0,2.0,3.0,UC Irvine,olivia williams,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/21_Olivia_Williams_Headshot.jpg?width=80&quality=90
22,Paula Tirado,San Francisco Dons,G,5-7,R-So.,"Mataro, Spain",UserTeam5,150.0,13.64,46.0,69.0,11.0,19.09,5.18,0.5,1.45,1.45,1.09,0.0,0.91,2.09,0.45,1.27,1.91,4.73,2.0,0.18,14.0,1.27,210.0,57.0,16.0,16.0,12.0,0.0,14.0,21.0,52.0,10.0,23.0,5.0,7.0,0.64,7.0,IES Damia Campeny,paula tirado,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/22_Paula_Tirado_Headshot.jpg?width=80&quality=90
23,Candy Edokpaigbe,San Francisco Dons,G,6-0,So.,"Naples, Italy",UserTeam4,382.0,34.73,6.0,9.0,11.0,29.91,16.73,0.525,5.0,1.73,1.64,0.91,0.64,2.91,3.18,3.0,6.45,12.91,25.0,2.27,30.0,2.73,329.0,184.0,55.0,19.0,18.0,10.0,33.0,71.0,142.0,7.0,32.0,35.0,46.0,4.18,7.0,Seattle U,candy edokpaigbe,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/23_Candy_Edkopaigbe_Headshot.jpg?width=80&quality=90
24,Sol Castro,San Francisco Dons,F,6-1,Gr.,"Rio Colorado, Argentina",FreeAgent,71.0,11.83,30.0,104.5,6.0,12.5,6.67,0.438,4.17,0.67,0.0,0.33,0.0,0.0,2.0,1.67,2.33,5.33,12.0,2.0,13.0,2.17,75.0,40.0,25.0,4.0,0.0,2.0,10.0,14.0,32.0,0.0,0.0,12.0,19.0,3.17,4.0,Robert Morris,sol castro,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/24_Sol_Castro_Headshot.jpg?width=80&quality=90
32,Sophia Priestley,San Francisco Dons,F,6-2,Fr.,"Oslo, Norway",UserTeam1,36.0,4.5,37.0,121.0,8.0,5.75,1.12,0.6,1.25,0.38,0.12,0.0,0.0,0.12,0.38,0.12,0.38,0.62,1.0,0.12,9.0,1.12,46.0,9.0,10.0,3.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,4.0,0.5,4.0,Ullern IF Oslo,sophia priestley,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/32_Sophia_Priestley_Headshot.jpg?width=80&quality=90
1,Malvina Haziri,Washington State Cougars,G,5-9,Fr.,"Vushtrria, Kosovo",FreeAgent,40.0,3.33,75.0,119.0,12.0,14.92,2.58,0.323,1.17,1.0,0.42,0.0,0.75,3.25,0.0,0.92,0.92,4.0,4.0,0.33,10.0,0.83,179.0,31.0,14.0,12.0,5.0,0.0,11.0,11.0,48.0,9.0,39.0,0.0,0.0,0.0,1.0,KBF Prishtina,malvina haziri,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Haziri__Malvina.png?width=80&quality=90
2,Eleonora Villa,Washington State Cougars,G,5-8,Jr.,"Lissone, Italy",UserTeam4,401.0,30.85,4.0,7.0,13.0,34.23,17.15,0.538,1.85,2.92,1.0,0.31,1.54,5.0,2.08,2.85,6.77,14.0,3.0,0.23,21.0,1.62,445.0,223.0,24.0,38.0,13.0,4.0,37.0,88.0,182.0,20.0,65.0,27.0,35.0,2.69,1.0,Costa Masnaga,eleonora villa,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Villa__Eleonora.png?width=80&quality=90
5,Jean Chiu,Washington State Cougars,G,5-7,Sr.,"Taipei, Taiwan",FreeAgent,5.0,0.38,85.0,142.0,13.0,6.23,0.38,0.333,0.15,0.23,0.15,0.0,0.0,0.23,0.08,0.46,0.15,0.46,0.0,0.0,2.0,0.15,81.0,5.0,2.0,3.0,2.0,0.0,6.0,2.0,6.0,0.0,3.0,1.0,2.0,0.15,1.0,University of Taipei,jean chiu,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chiu__Jean.png?width=80&quality=90
