Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,efg%,PTS,FantasyPts,isWCC,weeknum
Kate Schat,#3,Santa Clara Broncos,Lindenwood Lions,1,11/28/25,10,0,0,0,1,0,0,0,1,1,4,0,3,0,0,0.25,2,2,True,0
Aniya Hooker,#2,Santa Clara Broncos,Lindenwood Lions,1,11/28/25,28,1,3,4,0,0,0,0,4,5,7,2,3,0,0,0.857,12,27,True,0
Ilse de Vries,#21,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,27,2,1,3,0,2,1,3,4,6,12,1,3,3,4,0.542,16,28,False,0
Amber Tretter,#15,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,35,6,9,15,4,3,1,1,4,5,7,2,2,1,2,0.857,13,62,False,0
Tamar Singer,#13,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,39,0,6,6,6,0,0,2,0,2,8,1,1,0,0,0.312,5,24,False,0
Nuria Jurjo,#17,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,28,2,2,4,4,2,0,3,4,1,1,0,0,0,0,1.0,2,20,False,0
Amber Scalia,#1,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,38,0,0,0,2,1,0,2,1,4,17,0,8,5,5,0.235,13,7,False,0
Brooke Blumenfeld,#41,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,5,0,1,1,0,0,0,1,0,1,1,0,0,2,2,1.0,4,6,False,0
Mio Sakano,#30,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,-2,False,0
Clara Gonzalez Planella,#7,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,7,0,1,1,0,0,0,1,0,2,4,1,2,0,0,0.625,5,6,False,0
Macie Taylor,#10,Miami (OH) RedHawks,Washington State Cougars,0,11/28/25,20,0,2,2,0,1,0,2,1,3,6,2,3,1,2,0.667,9,14,False,0
Malia Ruud,#55,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,29,5,2,7,1,0,1,0,3,2,6,0,1,2,4,0.333,6,18,True,0
Tanja Valancic,#9,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,28,0,4,4,1,1,0,2,1,4,9,0,3,0,0,0.444,8,14,True,0
Charlotte Abraham,#10,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,24,2,5,7,0,1,0,1,4,5,6,2,3,6,6,1.0,18,41,True,0
Mackenzie Chatfield,#8,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,27,0,2,2,1,0,0,3,3,0,4,0,0,6,6,0.0,6,4,True,0
Eleonora Villa,#2,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,37,0,4,4,3,1,1,2,1,10,17,4,8,1,2,0.706,25,56,True,0
Malvina Haziri,#1,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,13,0,2,2,5,0,0,2,0,1,1,0,0,0,0,1.0,2,17,True,0
Keandra Koorits,#15,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,14,2,1,3,1,0,0,1,2,3,9,0,4,0,1,0.333,6,6,True,0
Marta Alsina,#12,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,23,0,6,6,4,1,0,2,1,0,4,0,2,0,0,0.0,0,12,True,0
Jean Chiu,#5,Washington State Cougars,Miami (OH) RedHawks,1,11/28/25,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,-2,True,0
Jorey Buwalda,#32,Milwaukee Panthers,Pacific Tigers,0,11/28/25,21,4,2,6,1,0,1,1,1,4,10,0,1,1,2,0.4,9,20,False,0
Micayla Silas,#13,Milwaukee Panthers,Pacific Tigers,0,11/28/25,8,0,0,0,1,0,0,0,3,0,3,0,2,0,0,0.0,0,-2,False,0
Grace Lomen,#52,Milwaukee Panthers,Pacific Tigers,0,11/28/25,16,0,1,1,0,0,0,2,1,0,4,0,2,2,2,0.0,2,-7,False,0
Payton Rechlicz,#5,Milwaukee Panthers,Pacific Tigers,0,11/28/25,26,0,0,0,0,0,0,2,3,1,3,1,3,0,0,0.5,3,-2,False,0
Jada Williams,#2,Milwaukee Panthers,Pacific Tigers,0,11/28/25,19,0,2,2,0,0,1,0,2,0,3,0,1,2,4,0.0,2,2,False,0
Izzy Pugh,#11,Milwaukee Panthers,Pacific Tigers,0,11/28/25,15,3,1,4,0,1,1,1,3,1,5,0,1,4,4,0.2,6,14,False,0
Cece McNair,#45,Milwaukee Panthers,Pacific Tigers,0,11/28/25,6,1,0,1,1,1,0,1,1,0,0,0,0,0,2,,0,3,False,0
Rita Gomes,#16,Milwaukee Panthers,Pacific Tigers,0,11/28/25,17,0,2,2,1,0,0,0,1,1,4,0,2,0,0,0.25,2,4,False,0
Madison Fitzgibbon,#14,Milwaukee Panthers,Pacific Tigers,0,11/28/25,8,0,1,1,0,0,0,1,0,0,2,0,2,0,0,0.0,0,-6,False,0
Tierney Madigan,#00,Milwaukee Panthers,Pacific Tigers,0,11/28/25,18,0,2,2,1,0,0,1,0,4,4,0,0,2,4,1.0,10,20,False,0
Kendall Barnes,#1,Milwaukee Panthers,Pacific Tigers,0,11/28/25,9,0,1,1,1,1,0,1,2,1,2,0,0,1,1,0.5,3,10,False,0
Valerie Cassidy-De Falco,#24,Milwaukee Panthers,Pacific Tigers,0,11/28/25,21,0,1,1,1,4,0,2,1,1,3,0,1,2,2,0.333,4,17,False,0
Sophia Rampulla,#30,Milwaukee Panthers,Pacific Tigers,0,11/28/25,16,0,0,0,0,2,0,2,1,3,7,1,2,0,0,0.5,7,12,False,0
Winner Bartholomew,#25,Pacific Tigers,Milwaukee Panthers,1,11/28/25,17,4,3,7,1,0,0,0,3,5,8,0,0,7,8,0.625,17,38,True,0
Liv Yergensen,#7,Pacific Tigers,Milwaukee Panthers,1,11/28/25,19,1,1,2,3,1,1,3,1,0,1,0,1,0,0,0.0,0,10,True,0
Daria Nestorov,#21,Pacific Tigers,Milwaukee Panthers,1,11/28/25,16,0,1,1,4,0,0,1,3,3,6,2,3,0,0,0.667,8,24,True,0
Stella Szabo,#5,Pacific Tigers,Milwaukee Panthers,1,11/28/25,16,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0.0,0,8,True,0
Sydney Ward,#10,Pacific Tigers,Milwaukee Panthers,1,11/28/25,26,3,2,5,1,1,1,2,2,4,7,1,2,7,7,0.643,16,36,True,0
LaMiracle Lebon,#24,Pacific Tigers,Milwaukee Panthers,1,11/28/25,9,1,0,1,1,1,0,1,2,0,1,0,0,0,0,0.0,0,5,True,0
Tyla Fautua,#32,Pacific Tigers,Milwaukee Panthers,1,11/28/25,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,True,0
Luisa Anderegg,#11,Pacific Tigers,Milwaukee Panthers,1,11/28/25,12,0,1,1,0,0,0,1,3,4,5,2,3,0,0,1.0,10,18,True,0
Sophia Mindermann,#8,Pacific Tigers,Milwaukee Panthers,1,11/28/25,20,0,3,3,1,3,0,0,1,3,9,3,9,0,0,0.5,9,25,True,0
Hannah Burg,#3,Pacific Tigers,Milwaukee Panthers,1,11/28/25,19,1,2,3,2,0,0,2,2,1,5,1,4,2,2,0.3,5,8,True,0
Mali Ennis,#2,Pacific Tigers,Milwaukee Panthers,1,11/28/25,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.667,4,8,True,0
Marina Radocaj,#9,Pacific Tigers,Milwaukee Panthers,1,11/28/25,9,0,1,1,1,0,1,1,2,0,0,0,0,0,0,,0,6,True,0
Kenlee Durrill,#23,Pacific Tigers,Milwaukee Panthers,1,11/28/25,9,0,1,1,1,0,0,1,1,0,2,0,1,2,2,0.0,2,2,True,0
Nyah Lowery,#15,Pacific Tigers,Milwaukee Panthers,1,11/28/25,15,1,3,4,2,0,0,1,3,2,5,2,4,0,0,0.6,6,16,True,0
Malia Ruud,#55,Washington State Cougars,LSU Tigers,0,11/29/25,25,1,1,2,2,1,0,3,4,2,5,0,1,0,2,0.4,4,6,True,0
Tanja Valancic,#9,Washington State Cougars,LSU Tigers,0,11/29/25,14,0,1,1,1,0,0,3,4,0,1,0,1,0,0,0.0,0,-6,True,0
Charlotte Abraham,#10,Washington State Cougars,LSU Tigers,0,11/29/25,19,1,1,2,0,1,0,3,5,4,11,2,8,0,0,0.455,10,6,True,0
Mackenzie Chatfield,#8,Washington State Cougars,LSU Tigers,0,11/29/25,30,0,2,2,2,1,0,4,1,0,2,0,0,0,0,0.0,0,0,True,0
Eleonora Villa,#2,Washington State Cougars,LSU Tigers,0,11/29/25,29,0,0,0,1,2,0,3,1,3,10,1,4,1,1,0.35,8,8,True,0
Malvina Haziri,#1,Washington State Cougars,LSU Tigers,0,11/29/25,24,0,2,2,0,0,0,3,4,3,8,3,7,0,0,0.562,9,5,True,0
Keandra Koorits,#15,Washington State Cougars,LSU Tigers,0,11/29/25,19,0,0,0,0,1,1,2,4,1,8,0,5,0,0,0.125,2,-6,True,0
Marta Alsina,#12,Washington State Cougars,LSU Tigers,0,11/29/25,21,0,0,0,5,1,0,7,1,0,1,0,1,2,2,0.0,2,2,True,0
Jean Chiu,#5,Washington State Cougars,LSU Tigers,0,11/29/25,19,0,1,1,2,1,0,2,0,0,2,0,1,0,0,0.0,0,2,True,0
Amiya Joyner,#1,LSU Tigers,Washington State Cougars,1,11/29/25,20,7,5,12,2,1,1,1,1,3,5,0,0,6,7,0.6,12,42,False,0
ZaKiyah Johnson,#11,LSU Tigers,Washington State Cougars,1,11/29/25,16,3,1,4,0,0,0,1,1,5,9,0,0,2,4,0.556,12,20,False,0
Jada Richard,#30,LSU Tigers,Washington State Cougars,1,11/29/25,24,0,3,3,1,2,0,2,1,5,8,4,4,0,0,0.875,14,36,False,0
Mikaylah Williams,#12,LSU Tigers,Washington State Cougars,1,11/29/25,22,1,4,5,2,0,0,1,0,5,9,0,1,2,2,0.556,12,28,False,0
Flau'jae Johnson,#4,LSU Tigers,Washington State Cougars,1,11/29/25,22,1,4,5,2,2,0,2,0,6,10,1,2,3,4,0.65,16,39,False,0
Meghan Yarnevich,#15,LSU Tigers,Washington State Cougars,1,11/29/25,7,1,0,1,0,1,0,0,0,1,1,0,0,2,5,1.0,4,10,False,0
Grace Knox,#2,LSU Tigers,Washington State Cougars,1,11/29/25,20,4,3,7,1,3,0,1,2,3,4,0,0,6,6,0.75,12,39,False,0
Kate Koval,#13,LSU Tigers,Washington State Cougars,1,11/29/25,17,0,4,4,2,1,1,1,1,2,3,0,0,0,0,0.667,4,22,False,0
Divine Bourrage,#6,LSU Tigers,Washington State Cougars,1,11/29/25,16,1,4,5,0,1,0,3,0,2,4,2,2,0,0,0.75,6,13,False,0
Bella Hines,#3,LSU Tigers,Washington State Cougars,1,11/29/25,16,0,0,0,0,2,0,1,1,3,6,2,3,0,0,0.667,8,18,False,0
MiLaysia Fulwiley,#23,LSU Tigers,Washington State Cougars,1,11/29/25,20,0,0,0,5,4,0,2,1,5,12,0,4,2,3,0.417,12,36,False,0
Carys Baker,#10,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,36,2,5,7,2,0,0,0,0,8,13,3,4,1,2,0.731,20,48,False,0
Kilah Freelon,#0,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,24,2,5,7,1,0,2,2,4,2,6,0,1,2,2,0.333,6,19,False,0
Mackenzie Nelson,#3,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,32,0,6,6,6,0,0,1,3,3,7,1,4,2,2,0.5,9,33,False,0
Mel Daley,#21,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,30,2,0,2,3,2,1,2,3,10,12,0,0,4,4,0.833,24,62,False,0
Carleigh Wenzel,#1,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,35,0,3,3,6,2,0,6,2,4,12,2,6,3,4,0.417,13,26,False,0
Aniya Trent,#30,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,4,False,0
Amani Jenkins,#24,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,11,1,2,3,1,1,1,1,2,0,0,0,0,0,0,,0,12,False,0
Kayl Petersen,#34,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,7,1,1,2,0,0,0,1,3,0,2,0,0,0,0,0.0,0,-2,False,0
Leila Wells,#2,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,14,0,1,1,0,0,0,1,0,2,6,0,2,2,2,0.333,6,4,False,0
Sophie Swanson,#31,Virginia Tech Hokies,Oregon State Beavers,1,11/29/25,9,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0.0,0,0,False,0
Nene Sow,#32,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,6,1,0,1,0,0,0,1,1,1,3,0,0,0,0,0.333,2,0,True,0
Ally Schimel,#4,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,36,0,3,3,0,1,1,0,1,2,4,1,3,0,0,0.625,5,16,True,0
Jenna Villa,#3,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,33,3,4,7,0,2,0,3,4,6,18,3,7,4,4,0.417,19,28,True,0
Kennedie Shuler,#1,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,36,1,4,5,5,1,0,3,2,7,15,0,0,1,2,0.467,15,36,True,0
Tiara Bolden,#0,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,19,0,2,2,1,1,0,4,3,2,5,0,0,2,2,0.4,6,6,True,0
Lara Alonso-Basurto,#22,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,23,3,2,5,0,0,3,1,2,2,6,0,0,4,5,0.333,8,22,True,0
Lizzy Williamson,#15,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,19,4,1,5,1,1,0,1,1,2,8,0,0,2,2,0.25,6,14,True,0
Katelyn Field,#2,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0,2,True,0
Cloe Vecina,#31,Oregon State Beavers,Virginia Tech Hokies,0,11/29/25,26,0,3,3,0,3,0,1,1,2,6,1,2,1,2,0.417,6,17,True,0
Ava Schmidt,#13,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,20,2,2,4,0,0,0,1,0,3,12,0,6,2,4,0.25,8,0,True,0
Kylee Fox,#30,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,32,4,4,8,1,0,1,1,1,1,7,1,4,0,2,0.214,3,8,True,0
Sophie Glancey,#12,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,26,2,3,5,2,0,1,1,3,1,8,0,1,0,0,0.125,2,8,True,0
Ashley Hawkins,#23,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,34,0,4,4,4,1,0,4,0,3,12,0,5,6,6,0.25,12,16,True,0
Maia Jones,#9,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,26,2,2,4,1,0,0,4,3,6,14,3,5,0,0,0.536,15,18,True,0
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,13,1,4,5,0,0,0,0,0,0,4,0,0,0,0,0.0,0,1,True,0
Delainey Miller,#20,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,15,1,2,3,0,0,0,1,2,1,1,0,0,0,3,1.0,2,2,True,0
Kate Schat,#3,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,6,0,1,1,0,0,0,0,1,1,3,0,2,0,0,0.333,2,1,True,0
Aniya Hooker,#2,Santa Clara Broncos,Vermont Catamounts,0,11/29/25,28,3,3,6,1,0,0,0,5,3,5,1,2,0,0,0.7,7,20,True,0
Nikola Priede,#25,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,36,3,9,12,2,0,2,0,3,6,11,0,0,1,4,0.545,13,44,False,0
Malia Lenz,#0,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,18,1,3,4,0,1,0,0,4,4,6,2,4,0,0,0.833,10,26,False,0
Keira Hanson,#12,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,38,0,2,2,1,1,0,0,2,8,15,1,4,2,2,0.567,19,37,False,0
Catherine Gilwee,#14,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,35,0,4,4,2,1,0,3,2,0,6,0,2,0,0,0.0,0,-1,False,0
Jadyn Weltz,#24,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,32,1,5,6,4,0,0,3,1,4,14,0,5,4,5,0.286,12,18,False,0
Savanna Creal,#33,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,14,0,2,2,0,0,0,1,2,1,1,0,0,0,0,1.0,2,4,False,0
Maren Maxon,#2,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,False,0
Jacklynn Hosier,#1,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,0,0,False,0
Emma Haan,#3,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,21,0,3,3,0,0,0,0,4,3,5,1,3,0,0,0.7,7,14,False,0
Makayla Carter,#23,Nevada Wolf Pack,Portland Pilots,0,11/29/25,32,4,5,9,1,2,0,3,3,3,6,0,0,3,6,0.5,9,22,False,0
Chloe Williams,#10,Nevada Wolf Pack,Portland Pilots,0,11/29/25,25,0,6,6,0,2,0,2,2,3,9,0,0,0,0,0.333,6,14,False,0
Skylar Durley,#24,Nevada Wolf Pack,Portland Pilots,0,11/29/25,35,1,4,5,2,1,0,4,1,8,21,0,0,4,6,0.381,20,28,False,0
Izzy Sullivan,#2,Nevada Wolf Pack,Portland Pilots,0,11/29/25,35,1,2,3,1,2,0,3,4,0,3,0,0,5,8,0.0,5,7,False,0
Ahrray Young,#1,Nevada Wolf Pack,Portland Pilots,0,11/29/25,21,0,4,4,3,2,0,3,5,1,4,1,4,0,0,0.375,3,13,False,0
Kendra Hicks,#34,Nevada Wolf Pack,Portland Pilots,0,11/29/25,13,1,1,2,1,1,0,2,2,2,3,0,0,0,2,0.667,4,8,False,0
Tahj-Monet Bloom,#0,Nevada Wolf Pack,Portland Pilots,0,11/29/25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,-2,False,0
Imbie Jones,#3,Nevada Wolf Pack,Portland Pilots,0,11/29/25,7,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1.0,2,4,False,0
Amelia Raidaveta,#13,Nevada Wolf Pack,Portland Pilots,0,11/29/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,False,0
Britain Backus,#11,Nevada Wolf Pack,Portland Pilots,0,11/29/25,3,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0.0,1,0,False,0
Gabby Ramos,#4,Nevada Wolf Pack,Portland Pilots,0,11/29/25,26,0,1,1,1,1,0,1,0,1,4,0,2,0,0,0.25,2,4,False,0
Lainey Spear,#20,Portland Pilots,Nevada Wolf Pack,1,11/29/25,21,2,4,6,3,1,0,1,1,1,3,0,1,1,6,0.333,3,14,True,0
Julia Dalan,#44,Portland Pilots,Nevada Wolf Pack,1,11/29/25,30,3,5,8,0,0,4,1,4,5,15,0,0,2,2,0.333,12,34,True,0
Rhyan Mogel,#22,Portland Pilots,Nevada Wolf Pack,1,11/29/25,33,0,2,2,2,1,1,2,2,1,5,1,2,0,0,0.3,3,12,True,0
Dyani Ananiev,#2,Portland Pilots,Nevada Wolf Pack,1,11/29/25,27,1,3,4,4,6,1,2,4,4,10,3,7,2,2,0.55,13,53,True,0
Florence Dallow,#3,Portland Pilots,Nevada Wolf Pack,1,11/29/25,26,2,6,8,2,0,0,4,2,3,7,0,3,3,4,0.429,9,14,True,0
Ella Zimmerman,#42,Portland Pilots,Nevada Wolf Pack,1,11/29/25,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,,2,4,True,0
Jada Kennedy,#9,Portland Pilots,Nevada Wolf Pack,1,11/29/25,5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1.0,2,4,True,0
Brynn Smith,#12,Portland Pilots,Nevada Wolf Pack,1,11/29/25,7,0,0,0,0,0,0,1,1,2,3,1,1,0,0,0.833,5,8,True,0
Tiffany Barbosa,#7,Portland Pilots,Nevada Wolf Pack,1,11/29/25,10,1,1,2,0,0,0,2,3,1,2,1,1,0,0,0.75,3,4,True,0
Natalie Fraley,#10,Portland Pilots,Nevada Wolf Pack,1,11/29/25,21,1,2,3,4,1,0,1,2,4,10,1,3,0,0,0.45,9,28,True,0
Nicole Anderson,#17,Portland Pilots,Nevada Wolf Pack,1,11/29/25,15,0,1,1,0,0,0,0,1,1,4,0,3,2,2,0.25,4,3,True,0
Helen Holley,#10,San Diego Toreros,Little Rock Trojans,0,11/29/25,25,0,3,3,1,1,0,2,0,0,1,0,1,0,0,0.0,0,2,True,0
Malia Tharpe,#11,San Diego Toreros,Little Rock Trojans,0,11/29/25,26,0,4,4,1,1,0,2,0,1,6,0,1,0,0,0.167,2,4,True,0
Ayla Williams,#22,San Diego Toreros,Little Rock Trojans,0,11/29/25,19,3,5,8,0,0,4,3,4,1,2,0,0,3,4,0.5,5,21,True,0
Olivia Owens,#24,San Diego Toreros,Little Rock Trojans,0,11/29/25,29,0,1,1,0,2,0,2,3,4,17,1,7,1,2,0.265,10,3,True,0
Hallie Rhodes,#20,San Diego Toreros,Little Rock Trojans,0,11/29/25,19,3,0,3,0,0,0,4,1,1,11,0,2,0,0,0.091,2,-15,True,0
Eva Ruse,#15,San Diego Toreros,Little Rock Trojans,0,11/29/25,14,2,6,8,0,0,1,2,1,3,5,0,0,0,0,0.6,6,16,True,0
Dresha Moore,#1,San Diego Toreros,Little Rock Trojans,0,11/29/25,17,1,4,5,1,0,0,2,2,0,2,0,0,0,0,0.0,0,1,True,0
Jessica Ajayi,#4,San Diego Toreros,Little Rock Trojans,0,11/29/25,10,0,1,1,1,0,0,0,1,1,4,1,2,0,0,0.375,3,6,True,0
Ysabella Von Seipler,#0,San Diego Toreros,Little Rock Trojans,0,11/29/25,19,1,4,5,0,0,0,1,2,3,7,2,4,0,0,0.571,8,14,True,0
Lilly Amor,#3,San Diego Toreros,Little Rock Trojans,0,11/29/25,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,-1,True,0
Jayden Rhodes,#19,San Diego Toreros,Little Rock Trojans,0,11/29/25,11,2,1,3,0,0,0,1,1,0,2,0,1,1,2,0.0,1,-2,True,0
Lidia Belmonte Hurtado,#16,Little Rock Trojans,San Diego Toreros,1,11/29/25,28,0,3,3,0,0,0,2,0,0,5,0,2,0,0,0.0,0,-8,False,0
Destinee Salgado,#14,Little Rock Trojans,San Diego Toreros,1,11/29/25,22,2,1,3,1,1,0,0,4,4,12,0,0,0,0,0.333,8,18,False,0
Brenna Burk,#3,Little Rock Trojans,San Diego Toreros,1,11/29/25,30,1,2,3,4,0,0,1,2,3,7,0,1,2,2,0.429,8,24,False,0
Jordan Holman,#5,Little Rock Trojans,San Diego Toreros,1,11/29/25,36,0,8,8,0,2,1,3,2,5,10,0,2,3,5,0.5,13,28,False,0
Alaina Payne,#7,Little Rock Trojans,San Diego Toreros,1,11/29/25,36,1,5,6,4,3,1,3,2,2,8,2,2,2,2,0.375,8,36,False,0
Pearson McVay,#11,Little Rock Trojans,San Diego Toreros,1,11/29/25,21,2,2,4,0,3,1,1,2,4,9,0,0,0,0,0.444,8,28,False,0
Blessing Teamer,#10,Little Rock Trojans,San Diego Toreros,1,11/29/25,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,2,False,0
Naomi Smitherman,#1,Little Rock Trojans,San Diego Toreros,1,11/29/25,9,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0.5,2,8,False,0
Mya Cotto,#15,Little Rock Trojans,San Diego Toreros,1,11/29/25,14,1,1,2,1,1,0,0,0,2,4,0,2,0,2,0.5,4,12,False,0
Mya Barnes,#22,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,35,1,6,7,1,1,0,1,0,4,10,2,6,0,0,0.5,10,22,False,0
Vitoria Carvalho,#11,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,11,4,1,5,0,0,0,0,2,0,5,0,0,0,0,0.0,0,0,False,0
Makala Hobdy,#15,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,30,2,2,4,1,2,0,5,1,3,7,2,3,2,2,0.571,10,16,False,0
Adriana Jones,#23,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,36,6,0,6,4,1,1,2,1,6,17,1,7,2,4,0.382,15,30,False,0
Eden Sample,#1,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,34,3,0,3,0,1,0,1,0,3,9,2,5,0,0,0.444,8,12,False,0
Mina Djurdjevic,#14,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,23,1,3,4,1,0,0,1,3,3,8,1,4,3,4,0.438,10,14,False,0
Brooklyn McDaniel,#23,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,19,4,3,7,0,0,0,2,2,2,5,0,0,4,6,0.4,8,11,False,0
Kyera Thornsbury,#21,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,12,0,0,0,4,0,0,1,5,0,0,0,0,2,2,,2,12,False,0
Winner Bartholomew,#25,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,20,2,4,6,0,0,0,2,4,7,11,0,0,2,2,0.636,16,29,True,0
Liv Yergensen,#7,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,19,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0,1,True,0
Daria Nestorov,#21,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,35,0,0,0,6,2,0,2,2,4,9,1,3,0,0,0.5,9,32,True,0
Stella Szabo,#5,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,29,0,1,1,3,1,0,1,2,3,3,2,2,1,2,1.333,9,30,True,0
Sydney Ward,#10,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,24,0,1,1,0,1,0,1,1,3,7,0,1,3,4,0.429,9,14,True,0
Luisa Anderegg,#11,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,10,1,2,3,0,0,1,1,2,1,2,1,2,4,4,0.75,7,16,True,0
Sophia Mindermann,#8,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,16,0,0,0,1,0,0,1,2,1,2,1,2,0,0,0.75,3,6,True,0
Marina Radocaj,#9,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,27,2,8,10,2,2,5,1,1,3,7,0,0,0,0,0.429,6,47,True,0
Nyah Lowery,#15,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,20,0,3,3,0,3,0,1,1,5,7,1,3,0,0,0.786,11,30,True,0
Maya Hernandez,#55,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,25,2,6,8,3,1,1,4,4,5,12,0,0,0,0,0.417,10,28,True,0
Ivana Krajina,#13,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,29,0,2,2,1,1,0,6,1,1,2,0,0,0,0,0.5,2,-2,True,0
Jess Lawson,#0,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,29,3,4,7,3,1,0,2,2,7,11,0,0,10,11,0.636,24,54,True,0
Andjela Matic,#28,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,36,0,3,3,1,1,0,3,3,4,5,3,4,3,4,1.1,14,28,True,0
Carly Heidger,#5,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,29,1,2,3,1,0,0,0,0,5,10,3,5,2,2,0.65,15,30,True,0
